"pt","en"
" assembleia  estudantes  upe  campus santo amaro recifepe  decidem  ocupação  campus      todos  campi  universidade  pernambuco  somam    80 universidades ocupadas  todo  brasil contraapec241   desgoverno temer"," College students upe campus santo amaro recifepe decide campus occupation all campi university pernambuco add 80 universities occupied all over brazil contraapec241 misrule fear"
" lavras   ufla  estudantes armam  barracas  passarem  noite    ocupação  norte  sul  movimento contraapec241  cresce"," Lavas ufla students arms tents spend night occupation north south movement contraapec241 grows"
" movimentos  educação  juntaram  estudantes  institutos federais  espirito santo  fizeram  grande manifestação hoje  estado  todos  cantos  brasil  população é contraapec241"," Movements education joined federal institutes students holy spirit made great manifestation today everybody corners brazil population is contraapec241"
"ufpr acaba  ser ocupada todos  todas    voz contraapec241","Ufpr ends up being all occupied all contraapec241 voice"
"ciclo  debates  alternativa popular jessé  souza fala sobre  fastiscização  estado   sociedade","Cycle debates alternative popular jesse souza talks about fastiscization state society"
" diretor  sindipetrorj   federação nacional  petroleiros  emanuel cancella   intimado  depor  ministério público   pedido  juiz sérgio moro   vésperas  lançar  livro   outra face  sérgio moro  acobertando  tucanos  entregando  petrobras "," Director sindipetrorj federation national tankers emanuel cancella intimate public prosecutor request judge sérgio moro vespers launch book another face sérgio moro covering tucanos delivering petrobras"
"estudantes  ocupa ufmt realizaram nessa terçafeira  13   ação contra  pec 55  frente  universidade   cuiabá   movimento contra  pec 55   apoio  associação  docentes  universidade federal  mato grosso adufmat   sindicato  trabalhadores técnicos  administrativos  universidade federal  mato grosso sintuf  foto francisco alves","Students occupy ufmt held on this Tuesday 13 action against pec 55 university front cuiabá movement against pec 55 support association teachers federal university mato grosso adufmat union workers administrative technicians federal university mato grosso sintuf photo francisco alves"
"64 pessoas ainda  detidas  dpe  brasília   ato contra  pec 55   pm  permitiu  acontecesse nessa terçafeira  13  resultou  centenas  pessoas detidas  distrito federal neste momento  parlamentares  advogados acompanham  situação  denunciam  absurdo  querer enquadrar  manifestantes  lei 7170   1983 entulho  ditadura segundo  assessoria  comissão  direitos humanos  lei  promulgada  estertores  governo figueiredo  entenda  vídeo mídia ninja","64 people still detained dpe brasilia act against pec 55 pm allowed to happen on Tuesday 13 resulted hundreds people arrested federal district at this time parliamentarians lawyers accompany situation denounce absurd want to frame protesters law 7170 1983 riot dictatorship second advisory commission human rights law promulgated rales government figueiredo understand video Ninja media"
"ninja  vivo  porta  dpe  policia civil  brasilia onde 20 pessoas  levadas detidas apos  ato","Ninja alive door dpe civil police brasilia where 20 people taken detained after act"
"conselho  direitos humanos barrado  dpdf  thelma mello  allyson prata  conselheiros  direitos humanos  distrito federal     delegacia  polícia acompanhar  20 manifestantes   detidos   impedidos  entrar  acompanhar  caso    prerrogativa estando prevista  lei  forapecforatemer vídeo mídia ninja","Council human rights barred dpdf thelma mello allyson silver counselors human rights district federal police station police monitor 20 protesters detained prevented enter accompany case prerogative being foreseen law forapecforatemer video media ninja"
"ninjaaovivo  pmdf reprime protesto  estudantes contra  pec 55  brasília forapecforatemer","Ninjaovivo pmdf represses protest students against pec 55 brasilia forapecforatemer"
"manifestantes contrários  pec 55  agredidos  altura  rodoviária  brasília pm continua lançando bombas  efeito moral forapecforatemer vídeo george marques","Protesters counter 55 attacked altitude road brasília pm continues throwing bombs moral effect forapecforatemer video george marques"
"pm ataca manifestantes   desconcentrando  brasilia","Pm attacks demonstrators desconcentrando brasilia"
"pm  distrito federal protagoniza   vez cenário  guerra  brasília  ato contra  pec 55  apenas começado   manifestantes  proibidos  seguirem sentido congresso nacional via eixo monumental  direito  livre manifestação   direito  ir  vir  constitucionalmente assegurados  correm perigo  governo temer  forapecforatemer","Federal district, federal district, federal district, federal district, federal district, federal district, federal district, federal district"
"aovivo ato foratemer  forapezão contra  pec55   pacote  maldades  rio","Live action foratemer forapezão against pec55 package evils river"
"enquanto  bombas  pmdf explodem  manifestação canta   povo unido jamais  vencido  acompanhe  transmissão  vivo  ruas  brasília 2hbcyue","While pmdf bombs explode manifestation sing united people never beaten accompany live broadcast brasilian streets 2hbcyue"
"aovivo blocos  carnaval  rua  sp ocupam  câmara  vereadores  impedir lei  quer acabar  carnaval  rua  2017 assine pra proteger  carnaval independente wwwcarnavalderuaminhasampaorgbr  carnavalderualivre","Alvivo blocks carnival street sp occupy chamber councilors prevent law wants to end carnival street 2017 sign to protect independent carnival wwwcarnavalderuaminhasampaorgbr carnavalderualivre"
" lindbergh farias  renan calheiros   senhor   sentado aí  votar  pec 55   forapecforatemer"," Lindbergh farias renan calheiros lord sitting there voting pec 55 forapecforatemer"
" filósofa márcia tiburi  encontra  câmara  deputados  participar  1º seminário nacional  cultura   brasília confirma  análise sobre  contexto sóciopolítico sobre  processo  vive  brasil   lugar   cultura  nele"," Philosopher maria tiburi meets chamber deputies attend 1st national seminar culture brasília confirms analysis on socio-political context about process lives brazil place culture in it"
" deputada maria  rosário nunes ptrs fala sobre  situação dentro    congresso nacional  dia    votada  pec 55  senado   reforma  ensino médio  plenário  câmara   reforma  previdência  além  autorização   terceirizações  ccj  câmara  votações ocorrem  total isolamento    esplanada  encontra  acesso restrito  manifestantes forapecforatemer"," Deputy maria rosario nunes ptrs talks about situation within national congress day voted pec 55 senate reform middle school plenary chamber reform pension addition beyond authorization outsourcing ccj camera polls occur total isolation esplanade finds access restricted protesters forapecforatemer"
"aovivo ato  alerj contra  pacote  medidas  pezão","Live act alert against package measures nipple"
"moro escrachado  alemanha durante palestra  universidade  heidelberg   última quintafeira  grupo protestou levantando placas  diziam  juristas  lobistas     pior ditadura é  falsa justiça  universidade  havia sido avisada sobre procedência  juiz   assim manteve  apresentação","Moro escrachado germany during lecture university heidelberg last Thursday group protested raising boards told jurists lobbyists worse dictatorship is false justice university had been warned about provenance judge so kept presentation"
"ninjaao vivo roda  conversa  juca ferreira  brasília","Ninjaao live wheel talk juca ferreira brasilia"
"juca ferreira  vivo  brasília","Juca ferreira live brasília"
" jurista carol proner explica  pedido  impeachment  michel temer assinado hoje  movimentos sociais  brasília"," Jurist carol proner explains request impeachment michel temer signed today social movements brasilia"
"torcidas  atlético  grêmio  juntam  marcam  golaaaaço contra  pec 55  frente  arena  grêmio  minutos antes  começar  partida  grêmio x atlético mg   enfrentam neste momento  porto alegre   decidir    campeão  copa  brasil  ação  realizada  coletivo alvorada  belo horizonte    realizado diversas intervenções  jogos  galo   torcidas levante gremista  tribuna 77  foratemer  vídeo mídia ninja","Twisted athletic athlete greet join mark golaaaaço against pec 55 front arena guião minutes before start match gremio x athletic mg face at this moment porto alegre decide champion canopy brazil action accomplished collective dawn beautiful horizon accomplished diverse interventions games rooster twisted levante gremista tribune 77 foratemer video media ninja"
"ocupabrasilia  29  novembro  grande ato unificado contra pec 55   congresso nacional registro capturado  olhar  francisco alves","Occupabrasilia 29 November large unified act against pec 55 congress national record captured look francisco alves"
"aovivo stf julga agora  afastamento  renan calheiros  presidência  senado","Stf judges now retired renan calheiros presidency senate"
"ninja  vivo  senado  coletivo  organizações religiosas  df participa  audiência pública  comissão  direitos humanos intitulada religiões contra  injustiça social  pec 55   defesa  educação    saúde pública","Ninja live senate collective religious organizations df participates public hearing commission human rights titled religions against social injustice pec 55 defense education public health"
"pra    claro  vivemos  crise instucional séria instabilidade  anormalidade  então nesse período  dá pra votar absolutamente nada  senadora vanessa grazziotin pcdobam   defende    proposta  previdência  temer é  medida machista   desconsidera  tripla jornada  mulher  propõe iguldada  tempos  aposentadoria  homens  mulheres  vídeo mídia ninja","For clear we live crisis instucional serious instability abnormality then in this period gives to vote absolutely nothing senator vanessa grazziotin pcdobam defends proposal pensioner fear is measured machista desconsidera triple trip woman proposes iguldada times retirement men women media video ninja"
"rio  guerra   dia    assembleia legislativa  rio  janeiro vota parte  propostas  pacotão  maldades  pezão  manifestantes vão  ruas protestar contra medidas  austeridade  polícia reage  bombas  balas  borracha   dispersa  manifestação  atinge cidadãos  passavam  centro  rio  janeiro  vídeo mídia ninja","Rio, day, assembly, legislative, rio, january, vote, part, propositions, packet, malice, nipples, protesters, go, streets, protest, measures, austerity, police, react, bombs, bullets, rubber, scatter, manifestation, reaches, citizens, passed, center, january, video, media, ninja"
"aovivo pm reprime manifestantes  frente  alerj  ato contra  pacote  medidas  ajuste  pezão","Alvivo pm represses demonstrators front alerj act against package measures adjustment nipple"
" noite dessa quartafeira  30  novembro   polícia militar   paulo entrou  escola ocupada contra  pec 55  ee diadema    mandado judicial  professor paulo   filmava  ação  pm   informado   preso  após  recusar     cometia nenhum crime   detido todos  estudantes  ocupavam  escola  cidade  diadema  obrigados   abandonar  prédio  professor   liberado  porém  estudantes  puderam retirar nenhum pertence pessoal    ocupação     tarde  ontem   sala passava  perícia"," Night of that Wednesday 30 November military police paulo entered school occupied against pec 55 ee diadema injunction professor paulo filmed action pm informed arrested after refusing committing no crime detained all students occupied school city diadema obliged to leave building teacher released but students were able to withdraw none belong personal occupation Afternoon yesterday, room was passing skill"
"milhares  pessoas homenageiam chapecoense dentro    estádio atanasio girardot    medellin  colômbia  forçachape","Thousands people honor chapecoense in stadium atanasio girardot medellin colombia forçachape"
"ninja  vivo  câmara ato  movimentos sociais  campo   cidade  defesa  programa  casa  vida","Ninja live chamber act social movements countryside city defense program home life"
"violência  limites  ontem  29   pm  distrito federal atacou   parlamentares  tentavam diálogo  apaziguar  situação   perdendo  controle além  serem impedidos   aproximar  conflitos   desrespeitados  ignorados  membros  tropa  parecia  ter  comando","Violence limits yesterday 29 pm federal district attacked parliamentarians tried dialogue appease situation losing control beyond being prevented approaching disrespected conflicts ignored members troop seemed to have command"
"ninja  vivo lindbergh pede referendo  votação  pec 55  senado","Ninja alive lindbergh asks for referendum vote pec 55 senate"
"tudo   gente consegue ver é    grande distância  parlamento   sociedade brasileira   jandira feghali  líder  minoria  câmara federal  comenta  manifestação pacífica hoje  esplanada  ministérios   repressão  polícia militar  indica  podem haver infiltrados  ato  provocar  violência","All people can see is great distance parliament Brazilian society jandira feghali leader minority federal chamber comments manifestation peaceful today ministries repression police military indicates may have infiltrated act provoke violence"
" deputada federal benedita  silva    gramado  congresso tentar negociar   pm  paralisação imediata  violência contra  estudantes  manifestantes  reivindicavam contra  pec 55   votada hoje  senado"," Congresswoman benedita silva lawn congress try to negotiate pm immediate stoppage violence against students protesters against pec 55 voted today senate"
"povo manduruku   calha  rio tapajós   sul  pará  protesta contra  pec   demarcação  terras indígenas   ocupabrasília","People manduruku ravine river south tapajós protest south"
"ocupabrasília  movimentos sociais  estudantes  movimentos  ocupações  secundaristas  parlamentares  unidos  brasília contra  pec 55   maior retrocesso social  brasil  foratemer  vídeo mídia ninja","Occupabrasilia social movements students movements occupations secundaristas parliamentarians united brasília against pec 55 greater social retrocesso brasil foratemer video media ninja"
"aovivo grande ato contra pec55   esplanada  ministérios   brasília   ocupabrasilia","Alvivo great act against pec55 esplanade ministries brasilia ocupabrasilia"
" mtst  movimento  trabalhadores semteto ocupou  ministério  cidades   brasília   exigir  retomada  contratações  moradia popular  brasil  vídeo mídia ninja ocupabrasília"," Mtst movement workers semteto occupied ministry cities brasil require resumption hiring housing popular brazil video media ninja ocupabrasília"
"milhares  estudantes  brasília contra  pec 55  reúnem  frente  ministério  educação  ocupabrasília foratemer  vídeo mídia ninja","Thousands students brasília against pec 55 gather front ministry education ocupabrasília foratemer video media ninja"
"aovivo 3 plenária nacional  juventude rural  juventude  luta  sucessão rural  nenhum  menos  painel desafios  perpectivas   luta  juventude trabalhadora rural","Aovivo 3 plenary national youth rural youth struggle rural succession no less panel challenges perpectives fight youth rural workers"
"aovivo lula fala   moradores  ocupações  região  izidora  belo horizontemg","Alvivo lula speaks inhabitants occupations region izidora beautiful horizontemg"
"aovivo lula fala  cerimônia  comemoração  15 anos  movimento nacional  catadores  materiais recicláveis   expocatadores   belo horizontemg","Alvivo lula speaks ceremony celebration 15 years national movement collectors recyclable materials expokers beautiful horizontemg"
"aovivo lula participa  cerimônia  comemoração  15 anos  movimento nacional  catadores  materiais recicláveis   expocatadores   belo horizontemg","Alvivo lula attends ceremony celebrating 15 years national movement collectors recyclable materials expokers beautiful horizontemg"
"aovivo ato  início  assinatura  livro  condolências  fidel  embaixada  cuba  brasília fidelvive","Alvivo act beginning book condolences fidel embassy cuba brasilia fidelvive"
"natália szermeta    principais lideranças  mtst   frente povo  medo  encerra  grande ato contra pec55   foratemer   jogral  reitera resistiremos","Natália szermeta main leaders mtst front people fear closes great act against pec55 foratemer jogral reiterate resist"
"jaciara saraiva  líder estudantil  instituto federal  paraíba   município  campus sousa  coloca deputados oportunistas   devidos lugares     é   senhor  sente  direito  estar aqui hoje  falando sobre educação  sendo  votou  favor  pec sendo   senhor diz  representar lá     representa  ","Jaciara saraiva, student, institute, federal, district, state, sousa, places, deputies, opportunists, places"
"niunamenos buenos aires  milhares  ato  dia internacional   violência contra  mulher","Niunamenos buenos aires thousands act international violence against woman"
"florianópolis estudantes  ocupa udesc caminham agora  avenida madre benvenuta   ocupa simão  trindade   encontro  secundaristas  seguirem juntos   ufsc  onde docentes  discentes ocupam  universidade contra  pec 55  pec55não  foto negx7  mídia ninj","Florianópolis students occupy udesc walk now avenida madre benvenuta occupy simão trinity meeting followers together ufsc where faculty students occupy university against pec 55 pec55 not photo negx7 media ninj"
"larissa gonçalves   marcha mundial  mulheres  denuncia   7 feminicídios acontecem  dia  país     é   maiores motivos  levam  mulheres  ruas hoje  dia internacional   violência contra  mulher  niunamenos 25n  vídeo tuane fernandes  mídia ninja","Larissa gonçalves world march women denounce 7 feminicides happen day country is bigger reasons women streets today day international violence against woman niunamenos 25n video tuane fernandes media ninja"
"aovivo  salvador   ato  frente  empreendimento  la vue","Alvivo salvador act out front la vue"
"aovivo movimentos feministas  bh  secundaristas  sindicalistas  movimentos sociais participam agora  ato ni una menos  centro  belo horizonte   ato faz parte  mobilização global  denuncia  feminicidio  dia internacional   violência contra  mulheres niunamenos","Alvivo feminist movements bh secundaristas syndicalists social movements now participate act ni una less center belo horizonte act is part global mobilization denouncing feminicide international day violence against women niunamenos"
"ninjaaovivo representantes  etnias indígenas   paulo  rio  janeiro  paraná ocupam sede ministério  saúde  curitiba","Ninjaovivo representatives indigenous ethnicities paulo rio janeiro paraná occupy sede ministry health curitiba"
" centro sócio econômico  universidade federal  santa catarina   florianópolis   ocupado  paralisação  aulas desde  dia 9  novembro    deliberado  assembleia  curso  relações internacionais   noite  18  novembro   volta  20h   ocupação  atacada   manifestação fascista  autoritária  liderada  grupos  extrema direita  vídeo abaixo mostra  tudo começou    aconteceu  assista   final   vídeo ocupa cseufsc"," Center socioeconomic university university federal santa catarina florianópolis busy paralysis classes since day 9 november deliberate assembly course international relations night 18 november back 20h occupation attacked manifestation fascist authoritarian led groups extreme right video below it all started happened happened assista final video occupy cseufsc"
"  mulheres  mundo todo   fartas  violência física  econômica  verbal  moral  iremos  tolerar passivamente internacional woman strike   solidariedade é  maior arma niunamenos vivasnosqueremos","  Women, world, whole, violence, physical, economic, verbal, moral, we will passively tolerate, international, woman strike, solidarity, greater weapon, niunamenos vivasnosqueremos"
"estudantes continuam  ruas  bh     tentativa  polícia militar  desmobilizar  manifestação  secundaristas contra  pec 55   mp 746   reforma  ensino médio   estudantes retomam  ruas  dão sequencia  ato  caminhando  augusto  lima sentido assembleia legislativa   belo horizonte","Students continue streets bh attempt police military demobilize demonstration secondary against pec 55 mp 746 reform high school students resume streets give sequence act walking august file sense legislative assembly beautiful horizon"
" comunidade  lençóis  situada  chapada diamantina   bahia  trabalhadores  estudantes   ruas  dia 11  novembro   apoio  greve geral   dizer   pec 55    retrocesso  direitos conquistados  vídeo tivi griô"," Community sheets situated plaque diamantina bahia workers students streets day 11 november support general strike say pec 55 retrocedo rights conquered video tivi griô"
"aovivo ato  estudantes secundaristas   belo horizonte  contra  pec 55  contra  mp 746   retira  obrigatoriedade  ensino  arte  educação física  sociologia  filosofia   ensino médio","Alvivo act high school students beautiful horizon against pec 55 against mp 746 withdraws compulsory education art education physics sociology philosophy high school"
"aovivo secundaristas param centro  bh contra  pec 55","Alvivo secundaristas param central bh contra pec 55"
"aovivo estudantes secundaristas  belo horizonte manifestamse  praça sete contra  pec 55  mp746 acompanhe","Alvivo students secundaristas beautiful horizon manifestamse square seven against pec 55 mp746 accompany"
" alguém   ressarcir  cofres públicos  15 milhões  reais é  senhor  ministro    deputado glauber braga psolrj questiona  ministro  educação  mendonça filho dem  sobre  anúncio    ministério  educação mec iria cobrar r15 milhões  estudantes ocupados  conta  adiamento  enem  algumas escolas   adiamento   provam diversos depoimentos  estudantes   culpa  próprio ministro    recusou  negociar   glauber   bancada  psol  câmara entraram  procuradoriageral  república pgr exigindo   valor  pago diretamente  ministro  responsável direto  caso"," Somebody to refund public coffers 15 million reais is minister deputy glauber braga psolrj questiona minister education mendonça son dem about announcement ministry education mec would collect r15 million students occupied account postponement enem some schools postponement proves several testimonials students own fault minister refused to negotiate glauber bench psol chamber Entered attorney general republic pgr demanding value paid directly minister responsible direct case"
" gente vai ocupar  novo   pm   josé  campos chegou  escola ocupada matarazzo  madrugada desta quarta feira 2311 alunos denunciaram abuso  autoridade  agressões físicas  parte  policiais    escola  invadida  soldados  parte  manhã  forma truculenta   mandato  reintegração  posse    é ilegal segundo  defensor público jairo salvador  alunos  expulsos   escola  policiais       presença  pais   moradores  estudantes  cidade receberam  alunos  heróis   luta  acabou vamos ocupar  novo  sermos escutados  afirmou   estudantes   equipe  ninja   vídeo marcela casagrande  midia ninja"," People are going to occupy new pm joseph camps arrived school busy killazzo dawn this Wednesday 2311 students reported abuse authority physical assaults part police school invaded soldiers part morning form truculent mandate reintegration possession is illegal second defender public jairo salvador students expelled school police officers presence parents locals students city Received students heroes fight ended we will occupy new being listened said students team ninja video marcela casagrande media ninja"
"aovivo audiência pública  câmara federal sobre   caso gracinha   racismo  violação contra  direitos humanos","Alvivo public hearing federal chamber on case gracina racism violation against human rights"
"aovivo cpi  lei rouanet  congresso nacional  brasília","Alvivo cpi lei rouanet congress national brasilia"
"aovivo  solidariedade  ocupações  ufmg   repúdio  ação truculenta  pm  militantes  mst  secundaristas  discentes  docentes  ufmg realizam nessa manhã caminhada  campus pampulha  ocupatudoufmg","Aovivo solidarity occupations ufmg repudiation truculenta action pm militants mst secundaristas students teachers ufmg realize this morning walk campus pampulha ocupatudoufmg"
"salve salve  tve   fm cultura  rio grande  sul  patrimônio cultural  gaúchos   fundação piratini  ameaçada  extinção  governo sartori pmdb   anunciou  tarde desta segundafeira  verdadeiro pacote  apocalipse  reduzindo  pó  instituições públicas  estado   vídeo  tonho crocco  vocalista  ultramen  manda  recado  convoca todos   somarem  vigília  tve   fm cultura  praça  matriz  grande ato  marcado   9h  manhã desta terçafeira  frente  palácio piratini   41 anos  existência   tve   fm cultura  verdadeiros celeiros  talentos locais    único espaço garantido  artistas gaúchos  iniciantes    mostrarem   trabalho servil  rbs maior afiliada  rede globo  país   governo sartori propõe entregar  concessões  emissoras privadas outras oito fundações devem ser extintas  além  privatização  companhias estaduais   demissão  1 2 mil servidores   dezenas  medidas  retiram direitos  desmancham  principais órgãos  inteligência  pesquisa  desenvolvimento  estado    pacote draconiano  cassa direitos adquiridos    licençaprêmio   adicional  tempo  serviço  além  institucionalizar  atraso  pagamento  salários servidores receberão  íntegra  13º  2016 apenas  novembro  2017  vai ter música  muita resistência vem pra vigília","Salve salve tve fm culture rio grande south cultural heritage gauchos foundation piratini threatened extinction government sartori pmdb announced this afternoon true package apocalypse reducing dust public institutions state video tonho crocco vocalist ultramen sends message summon all sum vigil tve fm culture square matrix great act marked 9h Morning of this Tuesday front piratini palace 41 years existence tve fm culture real barns local talents single space guaranteed artists gauchos beginners show servile work rbs largest affiliate network country government sartori proposes to deliver private broadcasting concessions other eight foundations should be extinct beyond privatization state companies dismissal 1 2 thousand servers dozens of measures remove rights dismantle major organs intelligence research development state draconian package cassa rights acquired license additional time service beyond institutionalization delay payment salaries servers will receive intact 13th 2016 only november 2017 will have music much resistance comes to vigil"
" leblon virou palmares mc galo aovivo  praia   famílias  ocupações  mtst  movimento  trabalhadores semteto  rio  janeiro"," Leblon turned palmares mc rooster aovivo beach families occupations mtst movement workers semteto rio janeiro"
" leblon vai virar palmares  aovivo ato  mtst  movimento  trabalhadores semteto  praia  zona sul  famílias  ocupações  rio  janeiro  dia  consciência negra vivazumbi"," Leblon is going to turn palmares aovivo act mtst movement semteto beach zone south families occupations rio janeiro day black consciousness vivazumbi"
"belém    nesta sextafeira  18   belém aconteceu  cortejo  combate  extermínio  povo negro  uniu várias entidades  denunciar  racismo  promove  extermínio  povo negro  percorrendo várias ruas  centro  cidade  chegar  quilombo  república onde  encerrado   batuque  mulheres negras  tribuna livre  intervenções artísticas      evento   programação  encontro  negras  negros  pará    sendo realizado  centro  estudos  defesa  negro  pará cedenpa   centur   17  20  novembro    parceria  entidades  cese  sos corpo  rede  mulheres negras  rede amazônica  tradições  matriz africana reata  malungu  rede fulanas   outras     data marca  ano  realização  marcha  mulheres negras   brasília  denuncia  racismo   misoginia  outras opressões  vitimam pessoas negras  brasil   cerca  80  homens   16  29 anos  mortos  brasil   negros     aumento  54  feminicídio  mulheres negras   8 autoridades tradicionais  matriz africana  assassinadas  2016  foto piu gibson  mídia ninja","Belém this friday 18 belém happened cortejo combat extermination black people united several entities denounce racism promotes extermination black people crossing several streets center city arrive quilombo republic where closed batuque black women's tribune free artistic interventions event programming black blacks being held center studies defense black para Cedenpa centur 17 20 november partnership cease sos body network black women african latin american traditions network matrix malungu network other people date marcio realization march women black brasilia denunciation racism misogyny other oppressions victim black people brazil about 80 men 16 29 years dead brazil black increase 54 feminicide black women 8 traditional authorities African matrix murdered 2016 photo piu gibson media ninja"
"contra  pec 55    brasil  justo  inclusivo   estudantes  instituto  ciências agrárias  universidade federal  minas gerais falam  motivos  quais seguem ocupando  ufmg    16 dias  vídeo indi gouveia  mídia ninja","Against pec 55 brazil fair inclusive students institute agrarian sciences federal university minas gerais speak reasons that continue occupying ufmg 16 days video indi gouveia media ninja"
"uel vota  maioria decide  continuidade  greve  maioria  estudantes  uel decidiram   noite  ontem  17   permanência  greve estudantil  assembleia contou centenas  pessoas presentes   puderam ouvir  falar  respeito   posicionamentos contra   favor  greve apesar  esforços  grupos antigreve  intitulados   libertatem uel    desocupa uel   apoiados  movimentos   mbl   maioria  assembleia decidiu   888 votos contra 753   continuidade  greve iniciada  dia 4  novembro   deuse  ocupação  reitoria  uel   assembleia  optou  desocupação  reitoria     condição colocada  reitora berenice jordão    algumas  pautas  atendidas  estudantes  algumas conquistas  âmbito restrito  universidade  porém compartilham  movimento nacional  ocupações  greves estudantis  reivindicam  retirada  pec 55  tramita  senado   opõem  lei  mordaça    reforma  ensino médio   visa desmerecer  acabar  diversas áreas  atuação docente  vídeo mídia ninja","Majority majority decides continuity strike majority students uel decided last night 17 stay strike student counted hundreds present people could hear respect respects placements against strike despite efforts groups antigreve titled liberation uel vacate uel supported movements mbl majority assembly decided 888 votes against 753 continuity strike Commenced on November 4 devoid of office rector uel assembly elected vacancy rector status placed reitora berenice jordan some guidelines met students some achievements restricted scope university but share national movement occupations student strikes claim withdrawal pec 55 senate oppose law gag reform middle school aims to desmerecer end several areas Teaching media video ninja"
"belohorizonte estudantes secundaristas   almg  denunciar  violência policial  ato  hoje contra  retrocessos  educação","Belo Horizonte High School Students almg denounce police violence act today against education retrogresses"
"absurdo    pm faz  estudantes  ato pacífico  legítimo  momento exato    policiais começam  ataque  estudantes  manhã desta sextafeira  18   frente  ufmg   belo horizonte  ato pacífico  contra  medida provisória 746   promove reforma  ensino médio   contra  pec  fim  mundo projeto  emenda constitucional 55   tramita  senado federal  vídeo gravado  estudantes","Absurd pm makes students peaceful act legitimate right moment police officers start attack students this friday friday 18 front ufmg beautiful horizon peaceful act against provisional measure 746 promotes reform high school against pec last world project amendment constitutional 55 tranche senate federal video recorded students"
" última sextafeira 11  estudantes  professores  demais integrantes  sociedade civil   ruas  camposrj  protesto contra  proposta  emenda constitucional 55 pec 55  antiga pec 241    prevê  congelamento   duas décadas   investimentos governamentais  saúde  educação  previdência social  outros setores    protesto    repúdio  governo ilegítimo  michel temer   exgovernador  estado  rio  janeiro  luiz fernando pezão agora   motivos  saúde  substituído   vice  francisco dornelles pezão assina  pacote  engloba cortes  salários  servidores  aposentados  aumento  icms   fim  programas sociais   aluguel social  saiba  2gkqsgm"," Last friday 11 students professors other members civil society streets streets protest against proposal constitutional amendment 55 pec 55 old pec 241 provides freezing two decades government investments health education social security other sectors protest repudiation government illegitimate michel fear exgovernador state rio janeiro luiz fernando pezão now reasons health Replaced vice francisco dornelles nipple sign package encompasses cuts salaries retired employees icms end social programs rent social know 2gkqsgm"
" prefeitura  duque  caxias  região metropolitana  rio  janeiro   ocupada  manhã desta quintafeira  servidores públicos contra  atrasos  salários   desde  mês  maio deste ano  sendo pagos  parcelas  neste momento cerca  200 servidores municipais continuam  sede  prefeitura  apesar  ameaças     guarda municipal   polícia militar tentaram evacuar  prédio   breve maiores informações"," Prefecture duque caxias metropolitan region rio janeiro occupied morning of this Thursday public servants against arrears salaries since May May this year being paid portions at this time about 200 municipal servers continue headquarters city hall despite threats municipal police police police tried to evacuate building brief more information"
"movimento desocupa é barrado novamente  ufes   universidade federal  espírito santo   greve geral desde  última sextafeira 11 servidores  professores  alunos  unificados contra  pec 55  demais tentativas  retrocesso  parte  governo temer  manhã  hoje 16   movimento desocupa ufes   universidade   intenção  desocupar  marra   forte conflito  mulheres  agredidas  martelos  usados  tentar romper  cadeados  gritos   direita recua   grupo  repelido  ocupantes  vídeo nunah alle  midia ninja","Movement unoccupied is barred again ufes federal university holy spirit general strike since last friday 11 servants teachers students unified against pec 55 other attempts kick back part government today morning 16 movement vacate ufes university intention vacate strong strong conflict women attacked hammers used try to break padlocks screams right Retracted group repelled occupants video nunah alle media ninja"
" cena deveria  repetir  vezes 2 policiais  tropa  choque abandonam intervenção policial durante  ato  servidores públicos  assembleia legislativa contra  medidas  austeridade  governador pezão pmdb   tarde desta quartafeira  16   rio  janeiro  via julio trindade"," Scene should repeat times 2 police troop shock abandon police intervention during act public servants legislative assembly against measures austerity governor teat pmdb afternoon of this Wednesday 16 rio janeiro via julio trinidad"
"ninja  vivo escadaria  alerj ocupada  manifestantes ","Live ninja staircase alerj busy demonstrators"
"ninja  vivo  repressão  alerj","Live ninja repression"
"ninja  vivo  alerj lotada  servidores públicos  contra  pacote  maldades  pezão","Ninja alive alert public servants packed against nipples mischief"
"cultura  une contra  extinção  secretarias  rio  reage artista vem  alguns anos reunindo  classe artística  mobilização  pressionar  poder público  disputa  políticas diretas  área  cultura  rio  janeiro recentemente  estado   atual governador  pmdb  pezão criou  pacote  medidas  ajustes  revoltou  sociedade   estaria  plano  extinguir  secretária estadual  cultura    pode significar  desmonte  políticas culturais  cidade   estado asecénossa vaiterluta","Culture unites against extinguishment secretaries river react artist comes some years gathering class artistic mobilization press power public dispute politics direct area culture river january state recent present governor pmdb nipple created package measures adjustments revolted society would be plan extinguish secretary state culture can mean dismantle cultural policies city state How are you?"
"conheça   ocupação  campus ii  universidade federal  paraíba   areia  alunos  organizam  montam  programação  realizam aulas  assembleias  limpam  cozinham  experimentando  vida coletiva  diversas formas  estudantes ocuparam  campus  universidade contra  pec 55   pecdofimdomundo","Campus campus university university federal university juniors students organize campus assembles assemblies assembles assemblies clean cook experimenting collective life diverse forms students occupied campus university against pec 55 pecdofimdomundo"
