"pt","num"
"Vamos todos lutar pela educação, contra a PEC55, contra a MP 746 e o projeto da lei da Mordaça.
#OcupaBrasília
https://t.co/GcOde6Crxk",1
"Sem a PEC55 em 2019 15% das receitas estariam direcionadas a saude. com a PEC55 temos o mesmo equivalente já para 2017.",1
"Não se iludam com a PEC241 agora chamada de PEC55 , o país pode até se encontrar passando por um momento de crise... https://t.co/Mc8PNWFdNW",1
"@pilihsacconi kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
NÃO Á &gt; #PECdoFimDoMundo #PEC55 https://t.co/TBzw5VNtP2",1
"RT @MarivoneProf: ACORDA POVO ! 
\\" A GLOBO ORIENTA OS COXINHAS....ORIENTA VOCÊ TAMBÉM? \",1
"NÃO #PECdoFimDoMundo  #PEC55",1
"RT @silviosaramos: 1. Lava Jato Continua.
2. As 10 Medidas contra Corrupção.
3. Aprovação da PEC55.
4. Fim do Foro Privilegiado.

Depois di…",1
"RT @MarivoneProf: ' MONUMENTO AO GOLPE DE 2016 \",1
"Parabéns a todos que apoiaram a assalto à democracia",1
"@RedeGlobo  sempre apoiou golpes.",1
"#Fo…\"",1
"PIG:Partido da Imprensa Golpista lança seu candidato a presidência!
Juizeco Sérgio MORO e vice qualquer merda da PF… https://t.co/fJ3eP0fhfb",1
"ACORDA POVO .
&gt;&gt;&gt; \\" GOLPE A GENTE VÊ POR AQUI \\" &lt;&lt;&lt;
NÃO #PECdoFimDoMundo  #PEC55 
Senado \\"ajeitando\\" pra votar !
A… https://t.co/z5TTuhWFMO",1
"pra quem é a favor da PEC55, o pessoal contra é tudo petista e militante, e sinto muito, mas esse pensamento esta bem equivocado",1
"ACORDA POVO ! 
\\" A GLOBO ORIENTA OS COXINHAS....ORIENTA VOCÊ TAMBÉM? \",1
"o que eu vi hoje foi mais o pessoal querendo bater boca do que falar sobre a PEC55, e isso doeu no meu coração <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>",1
"' MONUMENTO AO GOLPE DE 2016 \",1
"@RedeGlobo  sempre apoiou golpe… https://t.co/nkMa1a87Kt\"",1
"@nadanovonofront Esse cara fala isso na tribuna, na igreja ele fala o que então? Sobre a Pec55, o PIB, a reforma da previdência?",1
"RT @cadulorena: a quadrilha do PMDB PSDB DEM tem medo de povo, nunca que vão topar um referendo sobre a #PEC55 https://t.co/45zVnKI7ne",1
"Aprovando indicativo de greve na assembleia do ANDES na UFRGS. #PEC55 #PECdoFimDoMundo",1
"@jardelgomes  Boa noite sobrinho mimado.
#PECdoFimDoMundo #PEC55  NÃO ...A @RedeGlobo \\"esquece\\"...eu não !… https://t.co/ztJrGH4yVu",1
"a quadrilha do PMDB PSDB DEM tem medo de povo, nunca que vão topar um referendo sobre a #PEC55 https://t.co/45zVnKI7ne",1
"TâniaBacelar: #PEC55 e a máquina brasileira de produzir desigualdade @RFI_Brasil #JN @jornaldarecord @jornaldarecord https://t.co/cLfDATIHx7",1
"Assista ao discurso do líder do @senadoDEM sobre a #PEC55. https://t.co/MQzMHAe2lP",1
"RT @dieese_online: DIEESE divulga Boletim de Conjuntura nº 9
 https://t.co/DGgdYKZhpV

#DIEESE 
#conjunturaDIEESE 
#BoletimdeConjuntura 
#P…",1
"Todos convocados pra participar da CAMPANHA #ZICAZERO , cada
um fazendo sua parte.
Juntos somos fortes.… https://t.co/YH7Ndo53L3",1
"VAMOS OCUPAR BRASÍLIA!

Vamos todos lutar pela educação, contra a PEC55, contra MP 746 e projeto da lei da Mordaça.

https://t.co/2v1EEY8Szu",1
"RT @RogerioCorreia_: #PEC241 #PEC55
Tem dinheiro para a educação? Não! 
E dinheiro para o lanche do Ministro? Sim!
Leia: https://t.co/Y3hI5…",1
"RT @cadulorena: tem que cortar dos salários e benesses da casta política e de seus apaziguados e da casta do alto judiciário e não com a #P…",1
"RT @sergiosnogueira: Petistas provocam uma GUERRA na PEC55, mas saem derrotados https://t.co/TqJMJcs80Q via @YouTube",1
"O @ptbrasil chama a #PEC55 de \\"PEC da Maldade\\". Ora, maldade fez o @ptbrasil em provocar o desemprego de mais de 12 milhões de brasileiros.",1
"RT @joseagripino: O PT levou as contas públicas à completa desordem, ao caos que estamos vivendo. É hora de disciplinar as contas públicas…",1
"RT @joseagripino: Com a #PEC55, queremos recuperar a economia para que a \\"maldade\\" que o PT fez ao país seja substituída por geração de emp…",1
"URGENTE: Senadores pedem suspensão no @STF_Oficial, da tramitação da #PEC55 [#TetoDosGatosPúblicos].",1
"Profa nos liberou pra palestra referente a #pec55 e orientou que podemos argumentar contrário aos argumentos mas nã… https://t.co/6JIW8SEZXe",1
"\\"Quem foi às ruas bater panela assiste hoje omisso a todas as iniciativas que afetarão sua vida”:… https://t.co/j3n7C4sd8y",1
"RT @silviosaramos: É uma vergonha.
Quando esse ignorante aprender a usar o plural eu volto a ouvir algo que ele fale.
Ainda está apresentan…",1
"É uma vergonha.
Quando esse ignorante aprender a usar o plural eu volto a ouvir algo que ele fale.
Ainda está apres… https://t.co/cxjORjEUQL",1
"@HausOfArthur 
apertar o freio é parar de gastar mais do q ganha 
C/ a #pec55 você continua gastando a mesma coisa mas n mais do q isso",1
"@humbertocostapt tá fazendo falta no debate a pec da morte, a pec55.",1
"@ronaldocaiado Estou assistindo, e o senhor tem o meu apoio e dos brasileiros tbm, pois nós não estamos nas ruas contra a PEC55!",1
"1. Lava Jato Continua.
2. As 10 Medidas contra Corrupção.
3. Aprovação da PEC55.
4. Fim do Foro Privilegiado.

Depois disso conversamos!
<ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>",1
"Professores da UFMG querem a suspensão do calendário acadêmico  https://t.co/zX0Oj0j22F via @jornalhojeemdia vamos trabalhar galera #PEC55",1
"Atenção senadores: que tal ouvir a opinião do povo, pra variar?
#PEC55 #plc30 https://t.co/511UXoSpco",1
"Sou de exatas e sou favorável as #ocupações  e contra à #PEC241 #PEC55 https://t.co/Zo5shlKFlQ",1
"RT @LoboMauro73: #PEC55 https://t.co/08fqnEqIGJ",1
"tem que cortar dos salários e benesses da casta política e de seus apaziguados e da casta do alto judiciário e não… https://t.co/EfoR41ye0H",1
"RT @fatimabezerra: (A) @fatimabezerra debate no Núcleo de Educação do PT no Congresso, com dep @RaimundoAngelim e ass da @mariadorosario, s…",1
"Recordar é viver. Dilma fazendo matemática e orçamento no Brasil https://t.co/METRJHjM43 via @YouTube

@Dilmabr #Pec55",1
"Rio Grande do Sul: ajude a barrar a PEC55 no Senado.Escreva ou ligue para os senadores do seu estado.… https://t.co/hXrB6TiIbz",1
"#PEC241 #PEC55 https://t.co/tvxRSEtyH8",1
"PEC dos Gastos Públicos tenta colocar Brasil nos trilhos, diz ministro da Saúde https://t.co/dES2GE77eF #PEC55... https://t.co/42dri6TADF",1
"PEC dos Gastos Públicos tenta colocar Brasil nos trilhos, diz ministro da Saúde https://t.co/kWMLFQlf2K #PEC55 #PECdoTeto #Politica",1
"PEC dos Gastos Públicos tenta colocar Brasil nos trilhos, diz ministro da Saúde https://t.co/29CzA7MLv7 #PEC55 #PECdoTeto #Politica",1
"PEC dos Gastos Públicos tenta colocar Brasil nos trilhos, diz ministro da Saúde https://t.co/Msmkg3sV2I #PEC55 #PECdoTeto #Politica",1
"PEC dos Gastos Públicos tenta colocar Brasil nos trilhos, diz ministro da Saúde https://t.co/Utl1hkAiUD #PEC55 #PECdoTeto #Politica",1
"PEC dos Gastos Públicos tenta colocar Brasil nos trilhos, diz ministro da Saúde https://t.co/dES2GDPwn7 #PEC55 #PECdoTeto #Politica",1
"RT @israelandersson: Peraí, Alexandre Garcia disse que TODOS apoiam a PEC55? Que basta perguntar na rua???",1
"No debate sobre a #PEC55, a professora do IFCE Antônia de Abreu fala sobre os impactos da Emenda na educação.",1
"RT @Mavsampaio: Investir em minha saúde e instrução me fará trabalhar melhor p + tempo, ao invés d passar 20 anos pagando juros crescentes…",1
"@felipeneto principalmente por conta do publico q precisam do prouni e fies q estão em xeque com a pec55/241",1
"\\"A PEC 55(antiga 241), é a máquina brasileira de produzir desigualdade,afirma Tânia Bacelar\\" https://t.co/K9BaCffBNq #PEC55 #PECdoFimDoMundo",1
"~privada como a PUC-RJ, porq a PEC55 também afeta esta, ainda que em menor escala que afeta uma UFRJ da vida",1
"~educação que também são afetados por propostas como a PEC55, então não é \\"coisa da esquerdalha que não pensa\\" ocupar uma instituição~",1
"Professores da #UFMG estão de greve contra #PEC55 #PEC241. Decisão endossa movimento de alunos que ocupam campus:… https://t.co/43Oi62ptHd",1
"SÓ CRESCE. Não vamos deixar congelarem os investimentos sociais e nosso futuro #OcupaTudo #OcupaContraPec #PEC241… https://t.co/DNkK20UAnG",1
"https://t.co/tLc3GRaprS 
#pec55 #UFLA",1
"#PEC241 #PEC55
Tem dinheiro para a educação? Não! 
E dinheiro para o lanche do Ministro? Sim!
Leia: https://t.co/Y3hI5eXhqk",1
"Pra refletir: Nosso país não tem apenas 10 ou 20 anos pela frente. Tem muito mais. #PEC55 #PEC241",1
"hj fui na UPA/SUS e só digo uma coisa: a PEC55 vai ser aprovada e quem n tem plano de saúde é melhor n ficar doente nos próximos 20 anos",1
"Sem férias da luta, trabalhadores vão às ruas no dia 29 
https://t.co/y6ZKZpZuIa
#Sinssp #PEC241 #PEC55 https://t.co/nmhIpgVBkR",1
"Temos que concentrar nossas energias em apoiar a aprovação da #Pec55 que permitirá iniciar os ajustes nas contas públicas quebradas pelo PT.",1
"@MBLivre devia ser Brasil  na ditadura militar  que vcs só  querem isso  cadê as manifestações contra a pec55 tudo comprado vcs",1
"Presidente da @cspboficial  participa de debate sobre #PEC55 no #RS
@fessergs 
https://t.co/vjHqa6ESOR https://t.co/Be8xTeUlHj",1
"@marianarajao q outro jeito existe pra manifestar insatisfação com a pec55 e a reforma do ensino se nao greve?",1
"Tenho que fazer um relatório sobre a Pec55 e o meu notebook QUEIMOU, chorei largado.",1
"#Ocupa #OcupaUfs #Foratemer  #pec #pec241<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>  #pec55<ed><U+00A0><U+00BD><ed><U+00BA><U+00AB> @ Reitoria UFS https://t.co/4TYxETjG2I",1
"@soalutagarante Carro oficial deste senador atropelou estudantes ontem em protesto contra PEC . Caso registrado na… https://t.co/rziUuEdRFR",1
"@romerojuca @lucianalobato confiança  depositada no braço da estudante que carro de vossa excelência atropelou onte… https://t.co/jPAX7H2V5M",1
"Petistas provocam uma GUERRA na PEC55, mas saem derrotados https://t.co/TqJMJcs80Q via @YouTube",1
"@JornalismoWando @anahuacpg @OGloboPolitica carro oficial dele atropelou estudantes ontem em protesto. Caso registr… https://t.co/4UEHkI9D75",1
"@fredmelopaiva @JornalOGlobo Carro oficial dele atropelou estudantes ontem em protesto contra PEC. Caso registrado… https://t.co/LU0ElM9Lxn",1
"@correio carro oficial deste senador atropelou estudantes ontem em protesto contra PEC . Caso registrado na 5a. DPD… https://t.co/BFEYFJ6ALa",1
"222 Universidades Ocupadas contra a #PEC55 https://t.co/1EQT7YIH6m",1
"#foraTemer #OcupaTudo #PEC55 #PecDoFimDoMundo #Brazil https://t.co/o7P1YwSLQc",1
"RT @PersonalEscrito: The two military police officers who joined the demonstrators in #RiodeJaneiro were arrested. https://t.co/OAlb6sHGPt…",1
"Câmara Municipal de Natal discute PEC 55 em Audiência Pública. https://t.co/gCJK28ahfN #PEC55 #GreveTAEs #GreveUFRN… https://t.co/ELqUDIMwRl",1
"@necrobee o fato é que a pec55 vai foder a educação/saúde publica, os metodos para evitar isso deveriam ser melhor discutidos, o problema +",1
"Se a Lava Jato parar:
PEC55
Fim da CLT
Entrega do Pré-sal
Anistia do Caixa2
Aposentadoria c 65
Finalmente vai começ… https://t.co/JjFzjTzmET",1
"DIEESE divulga Boletim de Conjuntura nº 9
 https://t.co/DGgdYKZhpV

#DIEESE 
#conjunturaDIEESE… https://t.co/FR2CwZpAGc",1
"Carolina Bahia e Cristina Ranzolin dando um recadinho a q protesta contra a PEC55. Foi tipo assim: esperneiem à vontade; será aprovada mesmo",1
"Carolina Bahia disse que Ana Amélia Lemos e Lasier Martins são a favor da PEC55. E eles são doidos de irem contra a mãe #RBSTV?",1
"RT @soldadonofront: #FORATEMER #PEC55 #NÃO :  Será um coma induzido no gigante já adormecido e p/ acordar pior. https://t.co/p7njEK9Nrx",1
"RT @MarivoneProf: Boa noite amigos.Todos convocados pra participar #OndaPelaDemocracia 
nas redes sociais apoiando os compas q protestaram…",1
"#FORATEMER #PEC55 #NÃO :  Será um coma induzido no gigante já adormecido e p/ acordar pior. https://t.co/p7njEK9Nrx",1
"Peraí, Alexandre Garcia disse que TODOS apoiam a PEC55? Que basta perguntar na rua???",1
"@brasil247 que se prepare.A pec55 vai passar pq a midia vndea ideia d economia pública.Agora, mexer na renda ñ acredito q o br vá ficar calm",1
"#PEC55 https://t.co/08fqnEqIGJ",1
"SEM CORTAR NO ALTO, DIGA NÃO AO PACOTE DO PEZÃO, NÃO À PEC55 DO TETO, NÃO À REFORMA DA PREVIDÊNCIA #FORATEMER",1
"Muita gente nem sabe da existência da PEC55",1
"ASQUEROSO, HIPÓCRITA, DISSIMULADO LADRÃO. Pq compactuar com a aprovação da PEC55, e aceitar plebiscito para Nós ouv… https://t.co/lEISTtEhEo",1
"RT @Sandropimentel_: Lucas Felipe é estudante e militante do @_juntos , ele comentou na audiência sobre as consequências da PEC 55 para a e…",1
"A #PEC55 começará a ser votada no dia 29 de novembro https://t.co/0B71CGC39M",1
"Se liguem sobre a #PECdoFimDoMundo (#PEC241 agora #PEC55 ) https://t.co/w8Eadmge4k",1
"Minha mente: e o dinheiro da merenda?E o dono dos produtos dentro do helicóptero?Roda viva? E a assinatura do cheque? Militares?Pec55? Loko",1
"Professores da UFMG iniciam greve contra a PEC 55 https://t.co/b1sv2x5buD #PEC55 #Educacao #Brasil #UFMG https://t.co/HZGKXK0Zxd",1
"Professores da UFMG iniciam greve contra a PEC 55 https://t.co/Bf837v4GRv #PEC55 #Educacao #Brasil #UFMG",1
"Professores da UFMG iniciam greve contra a PEC 55 https://t.co/MF1MVuVsfN #PEC55 #Educacao #Brasil #UFMG",1
"Professores da UFMG iniciam greve contra a PEC 55 https://t.co/ajD8U5Bft9 #PEC55 #Educacao #Brasil #UFMG",1
"Professores da UFMG iniciam greve contra a PEC 55 https://t.co/P2AAb4OxdG #PEC55 #Educacao #Brasil #UFMG",1
"Professores da UFMG iniciam greve contra a PEC 55 https://t.co/b1sv2wNAD5 #PEC55 #Educacao #Brasil #UFMG",1
"@MichelTemer concordo. Só espero que não seja imposta como a Pec55, espero de coração que seja construída com o povo para opovo pelo povo",1
"E ainda quer enterrar o povo brasileiro vivo com a #PEC55. Desgraçado @MichelTemer https://t.co/f1rg4paZFm",1
"RT @fabiano70000: Tudo osquestrado, tira foco daqui, bota ali. Esse ato foi armado, tem caixa 2, PEC55. Não vai dá nada. Todos fascistas.
#…",1
"Lucas Felipe é estudante e militante do @_juntos , ele comentou na audiência sobre as consequências da PEC 55 para… https://t.co/kRjv1C04va",1
"A PEC do fim do mundo terá consequências graves na garantia dos serviços públicos de saúde e educação, por exemplo. #PsolContraAPEC55 #PEC55",1
"Ok. Hoje já abri as abas e li sobre Cabral, PEC55, estupro na índia, heresia sexual e sobre o ThermoPro natural feito com guaraná. 1",1
"RT @jornal_opopular: Pai que matou próprio filho teria brigado com rapaz por causa de ocupações de escolas https://t.co/4GZCVrg2SZ #Goiânia…",1
"Pra debater, é preciso se informar. Aula aberta, gratuita e joiada sobre a PEC55 e as alternativas a ela. Ideal... https://t.co/VdlixMxYsp",1
"RT @PCdoBnaCamara: REPRISE : p/ garantir a aprovação da maldita #PEC55, Michel Temer \\"compra\\" votos de senadores com jantar nesta noite. #P…",1
"RT @paguenlojusto: #PEC55 #Brasil es creer que el semáforo limita tránsito: anarco-neliberalismo solo beneficia al gran capital
#PaguenLoJu…",1
"É sério que o Senado não sacou ainda qual é a opinião pública sobre a #PEC55? pelamor...",1
"RT @Castro2Monica: O caldeirão na Câmara hj vai servir pra esquentar o jantar da vergonha. O clima tá esquentando e vão querer aprovar a Pe…",1
"Tome nota: em 13 de dezembro devem ser concluídas as votações da #PEC55 (Tetos de Gastos) e da PEC do fim da reelei… https://t.co/wT1t3obNcR",1
"Se a tal pec55 fosse boa pro Brasil não precisava comprar votos, né mess?
Se era um prato de comida, bem que a... https://t.co/bUA1KPViSq",1
"A #PEC55 (antiga #PEC241),  é a máquina brasileira de produzir… https://t.co/LS37h0s0G1",1
"(A) @fatimabezerra debate no Núcleo de Educação do PT no Congresso, com dep @RaimundoAngelim e ass da… https://t.co/CQU2PixqO6",1
"ATENÇÃO! #PEC55 será votada no dia 29/11. https://t.co/ijZIPUEuyW",1
"Qual a sua opinião sobre a #PEC55, que estabelece limite de gastos do governo por 20 anos?",1
"O povo brasileiro EXIGE a rápida aprovação da #Pec55 no @SenadoFederal https://t.co/4IOiOVQ3LM",1
"Pensa naquela pessoa que tenta defender a PEC55... Viu, pode piorar! https://t.co/KFKs1NtNHo",1
"@SenadoFederal Os cinco pontos inconstitucionais da #PEC55 (#PEC241) https://t.co/Pacd19ar59 #PECdofimdomundo",1
"Vamos acessar o site do @SenadoFederal analisar e opinar sobre a PEC55!
https://t.co/FLtZ0U41cd https://t.co/EV4jbu7a9t",1
"A #PEC55, que define limite de gastos por 20 anos, começará a ser votada no dia 29 de novembro. https://t.co/UQFY7syZba",1
"A #PEC55, que define limite de gastos por 20 anos, começará a ser votada no dia 29 de novembro. https://t.co/6MMRfhpEHU",1
"RT @sandraselmadere: @Mavsampaio @BenettiLeonel Golpista pensa diferente e oferece jantar para fechar as negociações para aprovação da PEC55",1
"Já tem data marcada pra começar a guerra civil no Brasil? É após aprovação da PEC55?",1
"Tudo osquestrado, tira foco daqui, bota ali. Esse ato foi armado, tem caixa 2, PEC55. Não vai dá nada. Todos fascis… https://t.co/wt2btqQkt8",1
"Manifestantes contrários a PEC 55 continuam na UFG https://t.co/9KQ36JPkoV #Protesto #UFG #PEC55 #Goiânia #Justiça… https://t.co/R8I3cAJ5QW",1
"Anote: #PEC55 https://t.co/gd2agBhR7p",1
"No dia 22 de novembro, começa o debate sobre a #PEC55, que estabelece limite de gastos por 20 anos. https://t.co/g0hV0aEFfF",1
"No dia 22 de novembro, começa o debate sobre a #PEC55, que estabelece limite de gastos por 20 anos. https://t.co/xgl6SHR9aN",1
"Senadora Vanessa, a Dilma não conseguiu aprovar essa PEC porque vcs queriam aumentar impostos e não cortar gastos.… https://t.co/k54Z953tVb",1
"RT @JenSoares73: @blogdojefferson @Dep_CrisBrasil RESPOSTA DE #AnaJulia / #ocupatudo #ocupacao #OcuparEResistir #pec55 #pec55nao #pecdofimd…",1
"@Mavsampaio @BenettiLeonel Golpista pensa diferente e oferece jantar para fechar as negociações para aprovação da PEC55",1
"Investir em minha saúde e instrução me fará trabalhar melhor p + tempo, ao invés d passar 20 anos pagando juros cre… https://t.co/lZlVQoCcQW",1
"sabe a pec241 que virou pec55? então, talvez não seja uma boa ideia. https://t.co/QGJQwtKwQW",1
"Sen Eunicio negou proposta d plebiscito pq:
1. Opinião do povo está na Câmara
2. PEC55 q congela investimentos vai gerar empregos
Q vc acha?",1
"Que o Rio de Janeiro sirva de exemplo para o povo entender a #PEC55.

QUANDO VOCÊ GASTA MAIS DO QUE ARRECADA, SUA... https://t.co/CZeZDya2pc",1
"PEC55/2016(PEC241)
LevaráBrasilA NíveisDe
DesenvolvimentoIguais
AosDsÁfricaPor 20 Anos. https://t.co/qvodXpx1FP",1
"#PEC55 que é a antiga PEC 241, é primordial para o avanço econômico de nosso país! @andremourapsc_ ressalta: https://t.co/RLhPWaxyi7",1
"RT @Yarus13: Estudantes a Temer: Eles também sabem o que é a PEC 55

Entidades jurídicas, do MP e da Receita são contra a #PEC55 https://t.…",1
"Bom dia. A partir das 9h. Importante audiência pública na #CDHSenado #Banesprev #PEC55 #PECdaMorte Acompanhe por aq… https://t.co/L3LZCDkaAG",1
"#PEC55 Líder @andremourapsc_ deixa mensagem ressaltando que proposta (antiga PEC241) foi criada p/ acabar com rombo… https://t.co/PhxfzaTyX0",1
"Depois pobre é  q troca voto por comida. #PEC241 #PEC55 https://t.co/GTax8VOx6z",1
"#PEC55 #UFPel #AçõesAfirmativas #ADUFPel https://t.co/KMw60NyOvT",1
"Vc qe é contra a #Pec55 segue uma reflexão: https://t.co/9vmz6vxUZC",1
"Aprova a pec55 mas diz fora temer? Contraditório não?",1
"Mds, até nos meus momentos de descanso não consigo parar de pensar em PEC55, Reforma do Ensino Médio e Escola Sem Partido. #ForaTemer <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>",1
"ao tilintar d cristais, licores digestivos e um fumacê blasé, encerra-se, o banquete d aliciamento para a PEC55 n… https://t.co/qWjhMYLZ0k",1
"RT @psamarco_BR: Esse estardalhaço em cima da invasão do congresso é prato cheio para se entrincheirar o senado contra protestos à PEC55. V…",1
"RT @vanessasenadora: Os governistas fogem do debate sobre a #PEC55, que congela por 20 anos investimentos em saúde, educação, moradia, infr…",1
"RT @AnnaLuGama: Não a Reforma do Ensino Médio, a Escola Sem Partido, a PEC55 e a todo o retrocesso. #Desobedeça #OcuparEresistir https://t.…",1
"@marcellofran e como a aprovação da pec55 pode te proporcionar isso?",1
"Glad 2 see youth leading fight against BR pol.situation&amp; #PEC55(freezes public spending for 20 years)Parallels w/US? https://t.co/GgMh4Ib7NU",1
"RT @FernandoRites: A #juventude de #belágua diz não à #pec55 conexão #LeMonde @lemondefr https://t.co/FAbmdhSKUs",1
"RT @FernandoRites: Trabalhadores e trabalhadoras rurais de #Belágua contra a #Pec55 @lemondefr https://t.co/VMJFzE5MNP",1
"SE É POR ISSO, EU BATO NELES DE GRAÇA! #ocupatudo #ocupaalerj #foratemer #ocupareresistir #pec55 #pec55Não #invasão… https://t.co/lkbu7warzY",1
"RT @ptbrasil: Em notas, Frente Associativa da Magistratura e do MP-PR condenam a #PEC55: https://t.co/uDSsboI6Sz https://t.co/hj38SUxXx8",1
"#PEC55 #referendopec55",1
"Esse estardalhaço em cima da invasão do congresso é prato cheio para se entrincheirar o senado contra protestos à PEC55. Vai vendo.",1
"@giobertarello bebida? nao, obrigada, prefiro deliberar sobre pec55",1
"E @MichelTemer pede apoio à #PEC55 do teto e fala em 'medidas amargas' https://t.co/xMeiT1DnYU",1
"RT @turquim5: #OcupaTudo...Número de universidades ocupadas contra PEC da Maldade do Gov golpista já chega a 204. https://t.co/m0CwBFkzqh @…",1
"Trump's not surprise (unless watch ONLY MSM) victory is <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>, the fate of #Brazil depends on us to put pressure for… https://t.co/isbaw8L4ja",1
"The two military police officers who joined the demonstrators in #RiodeJaneiro were arrested. https://t.co/OAlb6sHGPt #Alerj #Pezão #PEC55",1
"#Brazil: Two anti-riot cops quit repressing and joined the protesters in #RiodeJaneiro today. #Alerj #Pezão #PEC55 https://t.co/bmnDwHs3BW",1
"URGENTE: depois de #invasão à Câmara hoje à tarde, grupo invade #PalaciodaAlvorada no jantar de #Temer com os Senad… https://t.co/6rf7mCPf3L",1
"Acho que neste momento não existe alguém mais puto que eu com esse governo /pec55",1
"Vc pode ser a favor ou contra a #PEC55 mas aceitar os jantares de Temer como manobra de boca fechada deveria ser intolerável.",1
"[VIDEO] Brazilian federal government sent hundreds of military police to help the repression in #RiodeJaneiro.… https://t.co/lR9PKdOGFd",1
"@isabella_alba Sim, as divergências sempre vão ocorrer, tem gente que apoia a PEC55 e é contra, tem gente que ama o PT e tem gente que odeia",1
"RT @SinttelRio: Consultoria do Senado declara a #PECdoFimDoMundo inconstitucional. Saiba mais em: https://t.co/tNvYgkeILL. #PEC241 #PEC55 h…",1
"RT @redebrasilatual: POR DIREITOS Contra a #PEC55, ruas e estradas de São Paulo amanhecem bloqueadas #PECdoFimDoMundo https://t.co/8Denkpb7…",1
"O caldeirão na Câmara hj vai servir pra esquentar o jantar da vergonha. O clima tá esquentando e vão querer aprovar a Pec55 de qq jeito.",1
"Confira os destaques do nosso informe digital 'Lobotomia e Comunicação' ! https://t.co/XkjWAI7o3a #alerj #pec55",1
"Seria mais inteligente aprimorar a #LRF a propor uma #PEC55 com as mesmas falhas da sua antecessora. https://t.co/hNvwyLZBoD",1
"Trabalhadores e trabalhadoras rurais de #Belágua contra a #Pec55 @lemondefr https://t.co/VMJFzE5MNP",1
"A #juventude de #belágua diz não à #pec55 conexão #LeMonde @lemondefr https://t.co/FAbmdhSKUs",1
"Guilherme Irish, presente! Um menino de 20 anos, morto pelo pai a tiros que, em seguida, se suicidou. Ele estava na… https://t.co/UkhVH765Ck",1
"Mais um banquete pago com o nosso suor,oferecido por @MichelTemer,pra finalizar a #PEC55..Detalhe,não fomos convidados! #ForaTemer",1
"RT @maluz_br: Senado abriu uma consulta pública da PEC 241, agora chamada de PEC55/2016. Vote não, vote contra! https://t.co/w7aygfdp0P 
#V…",1
"A #PEC241 virou #PEC55? Mais uma festa de luxo para o anúncio da mudança? #PECdaVERGONHA #CorrupçãoNÃO https://t.co/Ih6hQ1KYiI",1
"Michel #ForaTemer oferece um rega bucho para senadores votarem a favor da PEC55. Já pensou se fosse Dilma ou Lula fazendo isso? Nooooooossa.",1
"@marchezibia e de praxe ainda deu abertura p pec55 :)))))))))))))))))))))))))))))))) AI Q ODIO",1
"RT @paulinocardoso: Moçada da Ocupação da Reitoria da UDESC, um apelo...bora lutar pela aprovação no CONSUNI de uma moção contra a PEC55. H…",1
"Temer promove o jantar da morte(PEC55), com nosso dinheiro, contra nós... https://t.co/41YJfUjAOu",1
"VIDEO DE AMIGOS #PEC241 ou #PEC55 Segunda Parte https://t.co/hpdHWOB77O via @YouTube",1
"Gostei de um vídeo @YouTube https://t.co/iCbmjqBGm7 ou PEC55 Segunda Parte",1
"Imagina se essa guinada for necessária no Brasil com a PEC55 congelando os gastos de 5 governos em sequência https://t.co/RMoRGhAbd1",1
"Manifestantes bloqueiam uma das passagens para o rega-bofe da #PEC55 de Temer para os senadores. Via @MidiaNINJA https://t.co/pdNGH7fCGU",1
"EXCELENTE VIDEO DE AMIGOS SOBRE #PEC241 ou #PEC55 Primeira Parte https://t.co/l5OfIMUd5E via @YouTube",1
"Gostei de um vídeo @YouTube https://t.co/sQ3by9pzbv ou PEC55 Primeira Parte",1
"RT @ptbrasiI: Em notas, Frente Associativa da Magistratura e do MP-PR condenam a #PEC55: https://t.co/yFuXgbzoKR https://t.co/LXUrP1nQt3",1
"RT @Zaga_Silos: A #Pec55/241 não corta recurso algum da saúde ou educação, pelo contrário, garante a retomada dos investimentos paralisados…",1
"A #Pec55/241 não corta recurso algum da saúde ou educação, pelo contrário, garante a retomada dos investimentos par… https://t.co/JXLCHth5OX",1
"Temer dá mais um rega-bofe para aprovar a #PECdoFimdoMundo. Manifestantes ocupam a entrada do Palácio do Alvorada. #PEC55",1
"Audiência Pública sobre as ocupações em #Petrolina contra a #PEC55 #MP746 em defesa da… https://t.co/BAekZotNMJ",1
"Temer fará um jantar aos senadores com o objetivo de aprovar a PEC55. Imagine se Dilma gastasse $ publico para cons… https://t.co/oy3Xg4gw05",1
"RT @chiccoze52: PEC55/2016(PEC242)
SAÚDE E EDUCAÇÃO São
Atividades Fins Do Estado.
Banquetes Viagens Propaganda
De Governo NÃO.
#FORATEMERG…",1
"PEC55/2016(PEC242)
SAÚDE E EDUCAÇÃO São
Atividades Fins Do Estado.
Banquetes Viagens Propaganda
De Governo NÃO.… https://t.co/kcLWTtu8Ft",1
