"pt","en" 
"RT @oguivasconcelos: Será que até a @nature também é petista? Se nem isso te convencer é melhor ficar na veja mesmo! #pec55 https://t.co/YZ…","RT @glovesconcelos: Is even the @nature also a PT? If it does not even convince you, it's best to stay in sight! # Pec55 https://t.co/YZ..."
"RT @laurasito: Daqui a pouco estarei em Cachoeirinha conversando com a população sobre os impactos da PEC55 sobre a população... https://t.…","RT @laurasito: Soon I'll be in Cachoeirinha talking to the population about the impacts of PEC55 on the population ... https: //t...."
"RT @jjaimebr: RT @PSDBcard Não deixe este vídeo morrer.\\certeza na frente e a história na mão\\"".","RT @jjaimebr: RT @PSDBcard Do not let this video die. \\ sure in the front and story in hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://…""",""
"Até a Nature acha a PEC55 algo ruim, só não vê quem não quer ou quem não leu a PEC  e raciocinou direito. https://t.co/gGichO8qsp","Even Nature finds PEC55 a bad thing, just does not see who does not want or who has not read the PEC and reasoned right. Https://t.co/gGichO8qsp"
"Daqui a pouco estarei em Cachoeirinha conversando com a população sobre os impactos da PEC55 sobre a população... https://t.co/duRySeuiND","Soon I will be in Cachoeirinha talking to the population about the impacts of PEC55 on the population ... https://t.co/duRySeuiND"
"Weitere Proteste gegen Festsetzung der Staatsausgaben in #Brasilien | amerika21 https://t.co/DIqncgptmm","Weitere Proteste gegen Festsetzung der Staatsausgaben in #Brasilien | Amerika21 https://t.co/DIqncgptmm"
"RT @ptbrasil: Estudantes repudiam a MP do ensino médio, a #PEC55 e a Lei da Mordaça. https://t.co/Lu05uQ9iaF","RT @ptbrasil: Students repudiate high school MP, # PEC55 and Gag Law. Https://t.co/Lu05uq9iaF"
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @ptbrasiI: Centrais Sindicais e movimentos sociais e estudantis se organizam para ir à Brasília contra a #PEC55.  https://t.co/KDArmKIg9N","RT @ptbrasiI: Trade Unions and social and student movements organize to go to Brasilia against # PEC55. Https://t.co/KDArmKIg9N"
"RT @ptbrasil: Estudantes repudiam a MP do ensino médio, a #PEC55 e a Lei da Mordaça. https://t.co/Lu05uQ9iaF","RT @ptbrasil: Students repudiate high school MP, # PEC55 and Gag Law. Https://t.co/Lu05uq9iaF"
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @jjaimebr: RT @PSDBcard Não deixe este vídeo morrer.\\certeza na frente e a história na mão\\"".","RT @jjaimebr: RT @PSDBcard Do not let this video die. \\ sure in the front and story in hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://…""",""
"RT @ptbrasil: Estudantes repudiam a MP do ensino médio, a #PEC55 e a Lei da Mordaça. https://t.co/Lu05uQ9iaF","RT @ptbrasil: Students repudiate high school MP, # PEC55 and Gag Law. Https://t.co/Lu05uQ9iaF"
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"Estudantes repudiam a MP do ensino médio, a #PEC55 e a Lei da Mordaça. https://t.co/bWPmFfYifS","Students repudiate the high school MP, # PEC55 and the Gag Law. Https://t.co/bWPmFfYifS"
"Estudantes repudiam a MP do ensino médio, a #PEC55 e a Lei da Mordaça. https://t.co/Lu05uQ9iaF","Students repudiate the high school MP, # PEC55 and the Gag Law. Https://t.co/Lu05uq9iaF"
"RT @maluz_br: Trabalhador NÃO é descartável ! 
#Resistam a PEC55 e #ForaTemer ! https://t.co/IRrOX4CJ5Z","RT @maluz_br: Worker is NOT disposable!  #Recue the PEC55 and #ForaTemer! Https://t.co/IRrOX4CJ5Z"
"RT @maluz_br: Trabalhador NÃO é descartável ! 
#Resistam a PEC55 e #ForaTemer ! https://t.co/IRrOX4CJ5Z","RT @maluz_br: Worker is NOT disposable!  #Recue the PEC55 and #ForaTemer! Https://t.co/IRrOX4CJ5Z"
"RT @renam: O onzeroum diário já saiu! https://t.co/w1bLIZgUzH Com a colaboração de @CherieBlesse @andrebarbosa68 #pec55 #g1","RT @renam: The daily onzeroum already left! Https://t.co/w1bLIZgUzH With the collaboration of @CherieBlesse @ andrebarbosa68 # pec55 # g1"
"A PEC55 é só o começo do pacote de maldades do.desgoverno golpista de MiShell Temer.  A previsão é que o... https://t.co/f9mWLzAZf2","The PEC55 is only the beginning of the pack of evils of the MiShell Temer coup deplore. The forecast is that the ... https://t.co/f9mWLzAZf2"
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @Buchada_de_Bode: Contra a PEC55! Pelo Fora Temer! Pelas Liberdades Democráticas!
Domingo,  27, na Av. Paulista, às 15h0p Confirme: http…","RT @Buchada_de_Bode: Against PEC55! Out To Fear! For the Democratic Freedoms!  Sunday, 27, at Av. Paulista, at 15h0p Confirm: http ..."
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @FORUMZN: The latest The Big Forum da ZN Daily! https://t.co/XpoZ6BPe2O Thanks to @RaymontCS #pec55","RT @FORUMZN: The latest ZN Daily Big Forum! Https://t.co/XpoZ6BPe2O Thanks to @RaymontCS # pec55"
"O Governo é indutor de crescimento, sem dinheiro do governo o país para #PEC55 #PEC241 ##Keynes #intervencionismo… https://t.co/dN6Uu9O7ap","The Government is inducing growth, without government money the country to # PEC55 # PEC241 ## Keynes # interventionism ... https://t.co/dN6Uu9O7ap"
"RT @oguivasconcelos: Será que até a @nature também é petista? Se nem isso te convencer é melhor ficar na veja mesmo! #pec55 https://t.co/YZ…","RT @glovesconcelos: Is even the @nature also a PT? If it does not even convince you, it's best to stay in sight! # Pec55 https://t.co/YZ..."
"Fake news - Globo, folha, veja  já saiu! https://t.co/Gm5vdJM9hz #pec55 #copa https://t.co/QuaSHssJq1","Fake news - Globo, hoja, see already left! Https://t.co/Gm5vdJM9hz # pec55 #copa https://t.co/QuaSHssJq1"
"Fake news - Globo, folha, veja  já saiu! https://t.co/kJKx37SVRM #pec55 #copa","Fake news - Globo, hoja, see already left! Https://t.co/kJKx37SVRM # pec55 #copa"
"O onzeroum diário já saiu! https://t.co/w1bLIZgUzH Com a colaboração de @CherieBlesse @andrebarbosa68 #pec55 #g1","The daily onzeroum already left! Https://t.co/w1bLIZgUzH With the collaboration of @CherieBlesse @ andrebarbosa68 # pec55 # g1"
"RT @a_vinagre: The latest Manchetes do dia: por Apio Vinagre! https://t.co/Jyt404ZZAX Thanks to @165b319c7b91483 @ElaineG16 #pec55 #g1","RT @a_vinagre: The latest Headlines of the Day: by Api Vinegar! Https://t.co/Jyt404ZZAX Thanks to @ 165b319c7b91483 @ ElaineG16 # pec55 # g1"
"RT @oguivasconcelos: Será que até a @nature também é petista? Se nem isso te convencer é melhor ficar na veja mesmo! #pec55 https://t.co/YZ…","RT @glovesconcelos: Is even the @nature also a PT? If it does not even convince you, it's best to stay in sight! # Pec55 https://t.co/YZ..."
"#PEC55 #Pec241 #PecDoFimDoMundo #NãoàPec55 #NãoàPec241 https://t.co/WZGlIGm8Td","# PEC55 # Pec241 #PecDoFimDoMundo # NoáPec55 # NoáPec241 https://t.co/WZGlIGm8Td"
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"The latest Manchetes do dia: por Apio Vinagre! https://t.co/Jyt404ZZAX Thanks to @165b319c7b91483 @ElaineG16 #pec55 #g1","The latest Headlines of the Day: by Api Vinegar! Https://t.co/Jyt404ZZAX Thanks to @ 165b319c7b91483 @ ElaineG16 # pec55 # g1"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @oguivasconcelos: Será que até a @nature também é petista? Se nem isso te convencer é melhor ficar na veja mesmo! #pec55 https://t.co/YZ…","RT @glovesconcelos: Is even the @nature also a PT? If it does not even convince you, it's best to stay in sight! # Pec55 https://t.co/YZ..."
"RT @BagaGam: Weitere Proteste gegen Festsetzung der Staatsausgaben in Brasilien | amerika21 https://t.co/RWCWHmgaiM","RT @BagaGam: Weitere Proteste gegen Festsetzung der Staatsausgaben in Brasilien | Amerika21 https://t.co/RWCWHmgaiM"
"Weitere Proteste gegen Festsetzung der Staatsausgaben in Brasilien | amerika21 https://t.co/RWCWHmgaiM","Weitere Proteste gegen Festsetzung der Staatsausgaben in Brasilien | Amerika21 https://t.co/RWCWHmgaiM"
"RT @ptbrasil: Centrais Sindicais e movimentos sociais e estudantis se organizam para ir à Brasília contra a #PEC55.  https://t.co/TzxKRqCREQ","RT @ptbrasil: Union Centers and social and student movements organize to go to Brasilia against # PEC55. Https://t.co/TzxKRqCREQ"
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"RT @ptbrasiI: A #PEC55 e o mito do descontrole da dívida pública, leia artigo da senadora gleisi: https://t.co/RihTSRCqlv","RT @ptbrasiI: A # PEC55 and the myth of the uncontrolled public debt, read senator gleisi article: https://t.co/RihTSRCqlv"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"#PEC55 https://t.co/cd3VEzfnHo","# PEC55 https://t.co/cd3VEzfnHo"
"RT @oguivasconcelos: Será que até a @nature também é petista? Se nem isso te convencer é melhor ficar na veja mesmo! #pec55 https://t.co/YZ…","RT @glovesconcelos: Is even the @nature also a PT? If it does not even convince you, it's best to stay in sight! # Pec55 https://t.co/YZ..."
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @ptbrasiI: A #PEC55 e o mito do descontrole da dívida pública, leia artigo da senadora gleisi: https://t.co/RihTSRCqlv","RT @ptbrasiI: A # PEC55 and the myth of the uncontrolled public debt, read senator gleisi article: https://t.co/RihTSRCqlv"
"RT @ptbrasil: A #PEC55 e o mito do descontrole da dívida pública, leia artigo da senadora @gleisi: https://t.co/sSrnqzWCJp","RT @ptbrasil: A # PEC55 and the myth of the uncontrolled public debt, read senator @gleisi article: https://t.co/sSrnqzWCJp"
"The latest The Big Forum da ZN Daily! https://t.co/XpoZ6BPe2O Thanks to @RaymontCS #pec55","The latest The Big Forum by ZN Daily! Https://t.co/XpoZ6BPe2O Thanks to @RaymontCS # pec55"
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"RT @PersonalEscrito: [VIDEO] Brazilian federal government sent hundreds of military police to help the repression in #RiodeJaneiro. #Alerj…","RT @PersonalWriter: [VIDEO] Brazilian federal government sentenced hundreds of military police to help the repression in #RiodeJaneiro. # Alerj ..."
"RT @PersonalEscrito: Manifestantes bloqueiam uma das passagens para o rega-bofe da #PEC55 de Temer para os senadores. Via @MidiaNINJA https…","RT @PersonalEscrito: Protesters block one of the passages for the boo-bofe of # PEC55 of Temer for the senators. Via @MidiaNINJA https ..."
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"Bolsa de apostas sobre novo escândalo do governo golpista e véspera de PEC55:

Para blindar Temer, e a PEC55 a... https://t.co/K5borL18oD","Betting slip on new scandal of the coup government and eve of PEC55:    To arm Temer, and PEC55 to ... https://t.co/K5borL18oD"
"Diário Twittecológico já saiu! https://t.co/qNBLsdsmUO Graças a @mulhergorila #pec55","Twitteological Daily has already left! Https://t.co/qNBLsdsmUO Thanks to @mulhergorila # pec55"
"RT @marcostalhari: The Marcos Augusto Daily já saiu! https://t.co/JdnA1zF1Vv Graças a @MARIBH2 @REVOLTAPRETA @CleytondeMelo #pec55 #g1 http…","RT @marcostalhari: The Marcos Augusto Daily has already left! Https://t.co/JdnA1zF1Vv Thanks to @ MARIBH2 @REVOLTAPRETA @CleytondeMelo # pec55 # g1 http ..."
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @JenSoares73: @MichelTemer, VAI PRA #PEC QUE PARIU! #pec55 #pec55Não #Pecdofimdomundo #ocupatudo #foratemer #anajulia #revoluçãoestudant…","RT @ JenSoares73: @MichelTemer, GO PRA #PEC I STOPPED! # Pec55 # pec55No #Pecdofimdomundo #ocupatudo #foratemer #anajulia # revolutiontudent ..."
"Diário Marcelo justino já saiu! https://t.co/CwidIWh4fn Graças a @RinaldoBarros #tst #pec55 https://t.co/1RGFztX8lZ","Marcelo Justin just left! Https://t.co/CwidIWh4fn Thanks to @RinaldoBarros #tst # pec55 https://t.co/1RGFztX8lZ"
"Diário Marcelo justino já saiu! https://t.co/nYPpT8SdjE Graças a @RinaldoBarros #tst #pec55 https://t.co/08NfL6HgLd","Marcelo Justin just left! Https://t.co/nYPpT8SdjE Thanks to @RinaldoBarros #tst # pec55 https://t.co/08NfL6HgLd"
"Diário Marcelo justino já saiu! https://t.co/CwidIWh4fn Graças a @RinaldoBarros #tst #pec55","Marcelo Justin just left! Https://t.co/CwidIWh4fn Thanks to @RinaldoBarros #tst # pec55"
"RT @MidiaNINJA: #SP Contra a PEC55 Pelo Fora Temer! Pelas Liberdades Democráticas!
 Dia 27 (dom), Ato na Paulista, às 15h! Confirme: https:…","RT @MidiaNINJA: #SP Against the PEC55 For the Fear Out! For the Democratic Freedoms!   Day 27 (gift), Act at Paulista, at 3pm! Verify: https: ..."
"RT @marcostalhari: The Marcos Augusto Daily já saiu! https://t.co/JdnA1zF1Vv Graças a @MARIBH2 @REVOLTAPRETA @CleytondeMelo #pec55 #g1","RT @marcostalhari: The Marcos Augusto Daily has already left! Https://t.co/JdnA1zF1Vv Thanks to @ MARIBH2 @REVOLTAPRETA @CleytondeMelo # pec55 # g1"
"RT @marcostalhari: The Marcos Augusto Daily já saiu! https://t.co/JdnA1zF1Vv Graças a @MARIBH2 @REVOLTAPRETA @CleytondeMelo #pec55 #g1","RT @marcostalhari: The Marcos Augusto Daily has already left! Https://t.co/JdnA1zF1Vv Thanks to @ MARIBH2 @REVOLTAPRETA @CleytondeMelo # pec55 # g1"
"RT @marcostalhari: The Marcos Augusto Daily já saiu! https://t.co/JdnA1zF1Vv Graças a @MARIBH2 @REVOLTAPRETA @CleytondeMelo #pec55 #g1","RT @marcostalhari: The Marcos Augusto Daily has already left! Https://t.co/JdnA1zF1Vv Thanks to @ MARIBH2 @REVOLTAPRETA @CleytondeMelo # pec55 # g1"
"RT @ptbrasil: Senadores pedem o arquivamento da #PEC55 por violação à Constituição. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request the filing of # PEC55 for violation of the Constitution. Https://t.co/UCsmemEyF1"
"The Marcos Augusto Daily já saiu! https://t.co/JdnA1zF1Vv Graças a @MARIBH2 @REVOLTAPRETA @CleytondeMelo #pec55 #g1 https://t.co/6bOONhhCMW","The Marcos Augusto Daily has already left! Https://t.co/JdnA1zF1Vv Thanks to @ MARIBH2 @REVOLTAPRETA @CleytondeMelo # pec55 # g1 https://t.co/6bOONhhCMW"
"The Marcos Augusto Daily já saiu! https://t.co/cW32FPYUEw Graças a @MARIBH2 @REVOLTAPRETA @CleytondeMelo #pec55 #g1 https://t.co/wdXYvaySTs","The Marcos Augusto Daily has already left! Https://t.co/cW32FPYUEw Thanks to @ MARIBH2 @REVOLTAPRETA @CleytondeMelo # pec55 # g1 https://t.co/wdXYvaySTs"
"The Marcos Augusto Daily já saiu! https://t.co/JdnA1zF1Vv Graças a @MARIBH2 @REVOLTAPRETA @CleytondeMelo #pec55 #g1","The Marcos Augusto Daily has already left! Https://t.co/JdnA1zF1Vv Thanks to @ MARIBH2 @REVOLTAPRETA @CleytondeMelo # pec55 # g1"
"Horóscopo: seu futuro daqui a 20 anos. Previsões nada otimistas para as duas décadas de #PEC241NAO 
Ou #PEC55 https://t.co/O49Fl77KmP","Horoscope: your future 20 years from now. Unrealistic predictions for the two decades of # PEC241NAO  Or # PEC55 https://t.co/O49Fl77KmP"
"Auditoria-Fiscal do Trabalho se manifesta contrária à PEC55 do Governo Temer-PSDB https://t.co/fELETxaqyS","Audit-Fiscal of the Work expresses itself against the PEC55 of the Government Temer-PSDB https://t.co/fELETxaqyS"
"já n basta bostejar contra o feminismo, contra o aborto, a favor do bolsonaro
pra fechar com chave de ouro bosteja a favor da pec55","It is no longer enough to yawn against feminism, against abortion, in favor of bolsonaro  To close with a golden key yawns in favor of pec55"
"Nem os tucanos apoiadores do golpe estão de acordo com a #PEC55 #PECdoFimdoMundo https://t.co/TW7AOeQmpZ","Neither the toucans supporting the coup are in agreement with the # PEC55 #PECdoFimdoMundo https://t.co/TW7AOeQmpZ"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @PSDBcard: Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","RT @PSDBcard: Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSE…""",""
"E impressionante como  crise  afeta diretamente aos estudantes,  como se nos fossemos os responsáveis pelos maiores gastos
#pec55 #pec241","And impressive how crisis directly affects students, as if we were the ones responsible for the highest expenses  # Pec55 # pec241"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"Centrais Sindicais e movimentos sociais e estudantis se organizam para ir à Brasília contra a #PEC55.  https://t.co/mMNxeHJmOY","Central Trade Unions and social and student movements organize to go to Brasilia against # PEC55. Https://t.co/mMNxeHJmOY"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"The latest The Big Forum da ZN Daily! https://t.co/XpoZ6C6Pro Thanks to @GrupoBeatrice @Linoamorim @kelfiori #trump #pec55","The latest The Big Forum by ZN Daily! Https://t.co/XpoZ6C6Pro Thanks to @GrupoBeatrice @Linoamorim @kelfiori #trump # pec55"
"Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/ym3zv4f7Ys","Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/ym3zv4f7Ys"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"Situação vai piorar. Rio crise:principal indústria destruída(naval) e PEC55. https://t.co/u6TklX8i0y","Situation will get worse. Rio crisis: main industry destroyed (naval) and PEC55. Https://t.co/u6TklX8i0y"
"Orgânicos &amp; Agricultura Familiar já saiu! https://t.co/1bJQW1eBmq #pec55 #forapsdb","Organic & amp; Family Farming is out! Https://t.co/1bJQW1eBmq # pec55 #forapsdb"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @JenSoares73: SE É POR ISSO, EU BATO NELES DE GRAÇA! #ocupatudo #ocupaalerj #foratemer #ocupareresistir #pec55 #pec55Não #invasão #fasci…","RT @ JenSoares73: IF THAT'S WHY I KNOCK THEM FOR FREE! #ocupatudo #ocupaalerj #foratemer #ocupareresistir # pec55 # pec55Not # invasion # fasci ..."
"RT @ptbrasiI: Centrais Sindicais e movimentos sociais e estudantis se organizam para ir à Brasília contra a #PEC55.  https://t.co/KDArmKIg9N","RT @ptbrasiI: Trade Unions and social and student movements organize to go to Brasilia against # PEC55. Https://t.co/KDArmKIg9N"
"RT @ptbrasil: Centrais Sindicais e movimentos sociais e estudantis se organizam para ir à Brasília contra a #PEC55.  https://t.co/TzxKRqCREQ","RT @ptbrasil: Union Centers and social and student movements organize to go to Brasilia against # PEC55. Https://t.co/TzxKRqCREQ"
"RT @ptbrasil: Os senadores pedem a confirmação da liminar e o arquivamento definitivo da #PEC55. https://t.co/UCsmemEyF1","RT @ptbrasil: Senators request confirmation of the injunction and definitive filing of # PEC55. Https://t.co/UCsmemEyF1"
"RT @cavlis: #PEC55 ! governo neoliberal contando c/ 55bi de investimentos privados! já ouvi essa \\estória\\"" antes! FMI batendo na nossa port…""","RT @cavlis: # PEC55! Neoliberal government counting w / 55bi of private investments! I've heard this \\ story \\ ""before! IMF knocking on our port ..."""
"Diário do Tadeu já saiu! https://t.co/KujTuNh1zc Graças a @Igortep @Fredfrm @exame #época #pec55","Thaddeus' Diary is out! Https://t.co/KujTuNh1zc Thanks @Igortep @Fredfrm @exam # # pec55"
