"pt","en" 
"RT @marinasantanna: Guilherme Irish, presente! Um menino de 20 anos, morto pelo pai a tiros que, em seguida, se suicidou. Ele estava na lut…","RT @marinasantanna: Guilherme Irish, present! A 20-year-old boy, shot dead by his father, then committed suicide. He was in the fight ..."
"PEC 55 vai 'eternizar a desigualdade', diz Cid Gomes https://t.co/seUI8cABKw' @diarioonline #PEC55 #PEC241 #PECdoFimDoMundo #PECdaMaldade","PEC 55 will 'perpetuate inequality', says Cid Gomes https://t.co/seUI8cABKw '@diarioonline # PEC55 # PEC241 #PECdoFimDoMundo #PECdaMaldade"
"Depois da PUC Minas, PUC Rio e PUR do RS aderiram ao movimento de ocupar universidades contra PEC55 https://t.co/aRgVHYB2xY","After PUC Minas, PUC Rio and PUR of RS joined the movement to occupy universities against PEC55 https://t.co/aRgVHYB2xY"
"E eles querem me convencer de que a PEC55 é necessária....E tem gente que acredita! https://t.co/nJ0WidOyRR","And they want to convince me that PEC55 is necessary .... And there are people who believe! Https://t.co/nJ0WidOyRR"
"RT @SenadoFederal: Qual a sua opinião sobre a #PEC55, que estabelece limite de gastos do governo por 20 anos?","RT @SenadoFederal: What is your opinion about # PEC55, which sets the government's spending limit for 20 years?"
"Professores de federais do Ceará decretam greve até votação da PEC do Teto https://t.co/hHgLYEjk5f #PEC55... https://t.co/QFhIpQbEoX","Teachers of federal of Ceará decree strike until vote of the PEC of the Ceiling https://t.co/hHgLYEjk5f # PEC55 ... https://t.co/QFhIpQbEoX"
"Professores de federais do Ceará decretam greve até votação da PEC do Teto https://t.co/cE5alf2Kb8 #PEC55 #PecdoTeto #Greve #Brasil #Federal","Teachers of federal of Ceará decree strike until voting of the PEC of the Ceiling https://t.co/cE5alf2Kb8 # PEC55 #PecdoTeto #Greve #Brazil #Federal"
"Professores de federais do Ceará decretam greve até votação da PEC do Teto https://t.co/Ygnts8JCCi #PEC55 #PecdoTeto #Greve #Brasil #Federal","Teachers of federal of Ceará decree strike until vote of the PEC of the Ceiling https://t.co/Ygnts8JCCi # PEC55 #PecdoTeto #Greve #Brazil #Federal"
"Professores de federais do Ceará decretam greve até votação da PEC do Teto https://t.co/USTwM2APZo #PEC55 #PecdoTeto #Greve #Brasil #Federal","Teachers of federal of Ceará decree strike until vote of the PEC of Ceiling https://t.co/USTwM2APZo # PEC55 #PecdoTeto #Greve #Brazil #Federal"
"Professores de federais do Ceará decretam greve até votação da PEC do Teto https://t.co/iUemdkf0iJ #PEC55 #PecdoTeto #Greve #Brasil #Federal","Teachers of federal of Ceará decree strike until vote of the PEC of the Ceiling https://t.co/iUemdkf0iJ # PEC55 #PecdoTeto #Greve #Brazil #Federal"
"Professores de federais do Ceará decretam greve até votação da PEC do Teto https://t.co/hHgLYEjk5f #PEC55 #PecdoTeto #Greve #Brasil #Federal","Teachers of federal of Ceará decree strike until vote of the PEC of Ceiling https://t.co/hHgLYEjk5f # PEC55 #PecdoTeto #Greve #Brazil #Federal"
"“Ocupações pra todos os gostos” https://t.co/QHLLGGDNaK #PEC55 #Ocupacoes #HeloisaHelena #Politica https://t.co/fl8QEDpJSx","""Occupations for all tastes"" https://t.co/QHLLGGDNaK # PEC55 #Ocupacoes #HeloisaHelena #Politica https://t.co/fl8QEDpJSx"
"“Ocupações pra todos os gostos” https://t.co/OOj09Mufd0 #PEC55 #Ocupacoes #HeloisaHelena #Politica","""Jobs for all tastes"" https://t.co/OOj09Mufd0 # PEC55 #Ocupations #HeloisaHelena #Politica"
"“Ocupações pra todos os gostos” https://t.co/UOIk7Cgwfo #PEC55 #Ocupacoes #HeloisaHelena #Politica","""Jobs for all tastes"" https://t.co/UOIk7Cgwfo # PEC55 #Ocupations #HeloisaHelena #Politica"
"“Ocupações pra todos os gostos” https://t.co/QHLLGGDNaK #PEC55 #Ocupacoes #HeloisaHelena #Politica","""Occupations for all tastes"" https://t.co/QHLLGGDNaK # PEC55 #Ocupations #HeloisaHelena #Politica"
"“Ocupações pra todos os gostos” https://t.co/U3IIaNKg8X #PEC55 #Ocupacoes #HeloisaHelena #Politica","""Jobs for all tastes"" https://t.co/U3IIaNKg8X # PEC55 #Ocupations #HeloisaHelena #Politica"
"“Ocupações pra todos os gostos” https://t.co/vN7T8GZ1K1 #PEC55 #Ocupacoes #HeloisaHelena #Politica","""Jobs for all tastes"" https://t.co/vN7T8GZ1K1 # PEC55 #Ocupations #HeloisaHelena #Politica"
"@DeputadoFederal a PEC55 é um remédio amargo. Vão pagar pela crise de qualquer jeito seus trouxas.Vc pode trocar por hiperinflação amiguinho","@FederalFederal the PEC55 is a bitter remedy. They will pay for the crisis anyway your muggles.Vc can exchange for hyperinflation little friend"
"RT @ufmgeducativa: Enfrentamento entre PM, estudantes e professores em ato contra #PEC55 #PEC241 na entrada do campus Pampulha #UFMG: https…","RT @MichaelWilliams: I do not know what to do."
"@gbraga para tirar um pouco o foco da PEC55","@gbraga to take a little focus of PEC55"
"Bandidagem da pesada é isso aí, passa por criminalizar estudantes, destruição ambiental, PEC55, não tem limite https://t.co/epQrhF6nJW","Bandit of the heavy is that, passes for criminalizing students, environmental destruction, PEC55, has no limit https://t.co/epQrhF6nJW"
"RT @ptbrasil: Para os três senadores, a #PEC55 afronta princípios constitucionais como a soberania do voto popular.  https://t.co/UCsmemEyF1","RT @ptbrasil: For the three senators, # PEC55 faces constitutional principles such as popular vote sovereignty. Https://t.co/UCsmemEyF1"
"Com a PEC55 nossa ciência também vai para a geladeira. 20 anos sem verbas é como voltar para a Idade da Pedra 
 https://t.co/4K0OvHlt9Q","With the PEC55 our science also goes to the refrigerator. 20 years without funds is like going back to the Stone Age   Https://t.co/4K0OvHlt9Q"
"@deram golpe na Presid. Dilma!agora este desgoverno frouxo d temer ruim de serviço quer q populaçao pague!
@aposentados perderam com pec55!","@deram blow on the Presid. Dilma! Now this loose misgovernment to fear bad service that q population pay!  @aposentados lost with pec55!"
"RT @5y5t3m_3rr0r: Protestwelle gegen Festsetzung der Staatsausgaben in #Brasilien hält an https://t.co/luF91Ar2wO","RT @ 5y5t3m_3rr0r: Protestwelle gegen Festsetzung der Staatsausgaben in #Brasilien hält an https://t.co/luF91Ar2wO"
"Com a PEC os investimentos nos programas sociais necessariamente diminuirão #PEC55 #PEC241 #responsabilidadefiscal https://t.co/xatQRB4ZvK","With PEC, investments in social programs will necessarily decrease # PEC55 # PEC241 # fiscalresponsibility https://t.co/xatQRB4ZvK"
"RT @SenadoFederal: O Senado já começou a debater a #PEC55, que impõe um  limite de gastos ao governo durante 20 anos. Confira: https://t.co…","RT @SenadoFederal: The Senate has already begun to debate # PEC55, which imposes a spending limit on the government for 20 years. Check out: https: //t.co..."
"#PEC55 Líder @andremourapsc_ ressalta importância da proposta que limita gastos: https://t.co/djjiuTvZpl","# PEC55 Leader @andremourapsc_ highlights importance of proposal that limits spending: https://t.co/djjiuTvZpl"
"O onzeroum diário já saiu! https://t.co/1E2U9TwFMw Com a colaboração de @ubuntroll @edibervan #pec55 #today","The daily onzeroum already left! Https://t.co/1E2U9TwFMw With the collaboration of @ubuntroll @edibervan # pec55 #today"
"RT @nasciclovias: Sei não...? Mas cheira a matéria paga no espaço dos espanhóis liberais do @elpais_brasil Economista defende a PEC55 https…","RT But it smells the matter paid in the space of the liberal Spaniards @elpais_brasil Economist defends the PEC55 https ..."
"Sei não...? Mas cheira a matéria paga no espaço dos espanhóis liberais do @elpais_brasil Economista defende a PEC55 https://t.co/eGmBQ7A2Gp","I do not know...? But it smells the matter paid in the space of the liberal Spaniards of the @elpais_brasil Economist defends the PEC55 https://t.co/eGmBQ7A2Gp"
"#Brasilien: #PEC55 Staatsausgaben für 20 Jahre einfrieren trifft auf #Widerstand - https://t.co/oFlj2wVzw7","#Brasilien: # PEC55 Staatsausgaben für 20 Jahre einfrieren trifft auf #Widerstand - https://t.co/oFlj2wVzw7"
"E com a #PEC55 a Situação será agravada. Sem R$, sem prevenção, sem controle= +ZIKA +CHIKUNGUNYA +DENGUE https://t.co/fDigMiKX9M","And with # PEC55 the Situation will be aggravated. Without R $, without prevention, without control = + ZIKA + CHIKUNGUNYA + DENGUE https://t.co/fDigMiKX9M"
"Protestwelle gegen Festsetzung der Staatsausgaben in #Brasilien hält an https://t.co/luF91Ar2wO","Protestwelle gegen Festsetzung der Staatsausgaben in #Brasilien hält an https://t.co/luF91Ar2wO"
"Protestwelle gegen Festsetzung der Staatsausgaben in Brasilien hält an https://t.co/4m8ZiYA4Jq","Protestwelle gegen Festsetzung der Staatsausgaben in Brasilien hält an https://t.co/4m8ZiYA4Jq"
"Se a #PEC55, antiga PEC241, não for aprovada, a dívida pode chegar a 90,5%, @andremourapsc_ pontua: https://t.co/und3tGTcIw","If the # PEC55, old PEC241, is not approved, the debt can reach 90.5%, @andremourapsc_ scores: https://t.co/und3tGTcIw"
"RT @Lateinamerika: Protestwelle gegen Festsetzung der Staatsausgaben in Brasilien hält an https://t.co/C5dsPPD6Js https://t.co/bQAy6CzIn4","RT @Lateinamerika: Protestwelle gegen Festsetzung der Staatsausgaben in Brasilien hält an https://t.co/C5dsPPD6Js https://t.co/bQAy6CzIn4"
"Protestwelle gegen Festsetzung der Staatsausgaben in Brasilien hält an https://t.co/C5dsPPD6Js https://t.co/bQAy6CzIn4","Protestwelle gegen Festsetzung der Staatsausgaben in Brasilien hält an https://t.co/C5dsPPD6Js https://t.co/bQAy6CzIn4"
"The latest O Diário do Twitter de Sergio Telles! https://t.co/ghI3TIn0QW Thanks to @tririos @Fape2 @xandaodalapa #geledes #pec55","The latest The Twitter Diary of Sergio Telles! Https://t.co/ghI3TIn0QW Thanks to @tririos @ Fape2 @xandaodalapa #geledes # pec55"
"@andriellesds queria que tu ouvisse ele falando do pt, pec55, lava jato, Sergio Moro. Ia acabar amô na hora kkk","@andriellesds wanted you to hear him talking about pt, pec55, lava jet, Sergio Moro. I was going to finish up on time, lol."
"Retweeted Hendrix Careta<ed><U+00A0><U+00BC><ed><U+00BE><U+00B8> (@Mavsampaio):

Vamos acessar o site do @SenadoFederal analisar e opinar sobre a PEC55!... https://t.co/BO4aCSqCox","Retweeted Hendrix Careta <u + 00A0> <U + 00BC> <ed> <U + 00BE> <U + 00B8> (@Mavsampaio):    Let's go to the @SenadoFederal site to analyze and comment on PEC55! ... https://t.co/BO4aCSqCox"
"A PEC55 é filha da Ponte para o Futuro. Precisamos de firmeza no enfrentamento desses males! #Requiao2018","PEC55 is the daughter of the Bridge to the Future. We need firmness in coping with these evils! # Requiao2018"
"Diário Twittecológico já saiu! https://t.co/rZanthWIIz #pec55","Twitteological Daily has already left! Https://t.co/rZanthWIIz # pec55"
"RT @RodrigoRoflin: Além das ocupas e da greve dos TAs, cresce a luta docente contra a PEC55! Entraram em greve os professores da Universida…","RT @RodrigoRoflin: In addition to the squatters and the TAs strike, the teaching fight against PEC55 grows! The teachers of the Univers ..."
"Além das ocupas e da greve dos TAs, cresce a luta docente contra a PEC55! Entraram em greve os professores da Universidade Federal do Ceará!","In addition to the squatters and the TAs strike, the teacher struggle against PEC55 grows! The teachers of the Federal University of Ceará went on strike!"
"RT @RogerioCorreia_: #PEC55 #PECdaMorte #ForaTemer

#NÃO ao grave e penoso #retrocesso em programas sociais e ao corte de direitos!

https:…","RT @RogerioCorreia_: # PEC55 #PECdaMorte #ForaTemer    # NOT to the serious and painful #retrocesso in social programs and the cut of rights!    Https: ..."
"Auditoria-Fiscal do Trabalho se manifesta contrária à PEC55 do Governo Temer-PSDB https://t.co/aRt1eWj3Mw","Audit-Fiscal of the Work expresses itself against the PEC55 of the Government Temer-PSDB https://t.co/aRt1eWj3Mw"
"RT @heldeni3rios: Retweeted PT Brasil (@ptbrasiI):

Movimentos sociais, estudantis e sindicais se organizam contra #PEC55.... https://t.co/…","Retweeted PT Brazil (@ptbrasiI):    Social, student and union movements organize against # PEC55 .... https://t.co/..."
"RT @ptbrasiI: Movimentos sociais, estudantis e sindicais se organizam contra #PEC55. https://t.co/KDArmKIg9N","RT @ptbrasiI: Social, student and union movements organize against # PEC55. Https://t.co/KDArmKIg9N"
"Isso que vai e já está acontecendo
#PEC55 https://t.co/0gxseZ6JE1","This is and is already happening  #PEC55 https://t.co/0gxseZ6JE1"
"O MEC subestima meus conhecimentos e de tds os estudantes q lutam contra a PEC55,aqueles q se informam constantemente sobre o assunto,claro.","The MEC underestimates my knowledge and of all the students who fight against the PEC55, those that are constantly informed on the subject, of course."
"Retweeted PT Brasil (@ptbrasiI):

Movimentos sociais, estudantis e sindicais se organizam contra #PEC55.... https://t.co/ocaLtVXIJw","Retweeted PT Brazil (@ptbrasiI):    Social, student and union movements organize against # PEC55 .... https://t.co/ocaLtVXIJw"
"The latest Diário Super Textos! https://t.co/G0FAo3TNTp Thanks to @gladir #pec55","The latest Super Texts Diary! Https://t.co/G0FAo3TNTp Thanks to @gladir # pec55"
"Movimentos sociais, estudantis e sindicais se organizam contra #PEC55. https://t.co/KDArmKIg9N","Social, student and union movements are organized against # PEC55. Https://t.co/KDArmKIg9N"
"Movimentos sociais, estudantis e sindicais se organizam contra #PEC55. https://t.co/TzxKRqCREQ","Social, student and union movements are organized against # PEC55. Https://t.co/TzxKRqCREQ"
"PEC55 —  https://t.co/rwOUyw95mu","PEC55 - https://t.co/rwOUyw95mu"
"Aos que falam que a pec55 vai tirará dinheiro da educação, eu estendo o desafio do ministro: me diga o parágrafo... https://t.co/Yp5h2Dpa63","To those who say that pec55 is going to take money from education, I fulfill the minister's challenge: tell me the paragraph ... https://t.co/Yp5h2Dpa63"
"Orgânicos &amp; Agricultura Familiar já saiu! https://t.co/mYz0JkoANh Graças a @capixabao @BohnGass @Incra_oficial #pec55 #eja","Organic & amp; Family Farming is out! Https://t.co/mYz0JkoANh Thanks to @capixabao @BohnGass @Incra_oficial # pec55 #eja"
"Vc que é contra a #PEC241 #PEC55 me traga argumentos sólidos contra ela e, principalmente, se for usar dados... https://t.co/uI0Oimm8aT","You are against # PEC241 # PEC55 bring me solid arguments against it, and especially if it will use data ... https://t.co/uI0Oimm8aT"
"RT @ptbrasiI: Para os três senadores, a #PEC55 afronta princípios constitucionais como a soberania do voto popular.  https://t.co/jwrCzYk3bU","RT @ptbrasiI: For the three senators, # PEC55 defies constitutional principles such as popular vote sovereignty. Https://t.co/jwrCzYk3bU"
"RT @Yghacci: Pedro Tierra: A emergência do Estado Policial e a catástrofe anunciada https://t.co/drStIFmle1  #Golpe do judiciário. #PEC55 #…","RT @Yghacci: Pedro Tierra: The Emergence of the Police State and the catastrophe announced https://t.co/drStIFmle1 #Golpe of the judiciary. # PEC55 # ..."
"@promotorkrebs estranho é a #PEC55 não se posicionar quanto as gratificações e auxílios.","@promotorkrebs strange is the # PEC55 not to position itself regarding the gratuities and aids."
"Para os três senadores, a #PEC55 afronta princípios constitucionais como a soberania do voto popular.  https://t.co/jwrCzYk3bU","For the three senators, # PEC55 defies constitutional principles such as popular vote sovereignty. Https://t.co/jwrCzYk3bU"
"Para os três senadores, a #PEC55 afronta princípios constitucionais como a soberania do voto popular.  https://t.co/UCsmemEyF1","For the three senators, # PEC55 defies constitutional principles such as popular vote sovereignty. Https://t.co/UCsmemEyF1"
"RT @ptbrasil: Centrais Sindicais e movimentos sociais se organizam para ir até Brasília na votação em segundo turno da #PEC55. https://t.co…","RT @ptbrasil: Trade Unions and social movements organize to go to Brasília in the second round vote of # PEC55. Https: //t.co..."
"RT @ptbrasil: Senadores @LindbergFarias, @vanessasenadora e @humbertocostapt vão ao STF contra a #PEC55. https://t.co/UCsmemEyF1","RT @english: Senators @LindbergFarias, @vanessasenadora and @humbertocostapt are going to the STF against # PEC55. Https://t.co/UCsmemEyF1"
"\\Não somos contra e nem a favor da PEC55.\\"" (fala de um estudante representante do movimento UFRPE LIVRE)""","\\ ""We are not against or in favor of PEC55."" (Speaks of a student representative of the UFRPE FREE movement) """
"The latest  Diário Joaquim Dantas ! https://t.co/bgsICR1tJM Thanks to @ALZIRALOPES18 #pec55","The latest Diary Joaquim Dantas! Https://t.co/bgsICR1tJM Thanks to @ ALZIRALOPES18 # pec55"
"Sabadão colando na ocupação da fafich UFMG. #ocupatudo #foratemer não#PEC55 https://t.co/RmZT8gx19a","Sabadão sticking to the occupation of the UFMG fafich. #ocupatudo #foratemer no # PEC55 https://t.co/RmZT8gx19a"
"RT @caio_climaco: #UFMG apoia a continuidade das manifestações! #Ocupatudo #ForaTemer #Pec55 https://t.co/ijmpKjzBlt","RT @Chris_Christian: I'm not sure what to do. #Ocupatudo #ForaTemer # Pec55 https://t.co/ijmpKjzBlt"
"The latest News sakesage! https://t.co/eGjXOGdWuC Thanks to @muimuishiteru @IWJ_okinawa1 @OTOKONOHAKABA #pec55 #<U+5065><U+5EB7>","The latest News sakesage! Https://t.co/eGjXOGdWuC Thanks to @muimuishiteru @ IWJ_okinawa1 @OTOKONOHAKABA # pec55 # <U + 5065> <U + 5EB7>"
"Diário Twittecológico já saiu! https://t.co/yI0OT3apwH Graças a @Aprosoja @sitesustentavel @sebraern #sustentabilidade #pec55","Twitteological Daily has already left! Https://t.co/yI0OT3apwH Thanks to @Aprosoja @sitesustentavel @sebraern #sustability # pec55"
"The latest Com Pê Maiúsculo! https://t.co/fQELZRkITA Thanks to @marciaafig #pec55 #artescênicas","The latest With Capital Pee! Https://t.co/fQELZRkITA Thanks to @marciaafig # pec55 # artescênicas"
"Últimas Noticiais sobre a PEC55... https://t.co/WYtsMTMz5P","Latest PEC55 News ... https://t.co/WYtsMTMz5P"
"@aflopea9 @FernandoMacielF @misscaviar sem identidade não, ele tem identidade, é um golpista a favor da pec55 mas para os outros.","@ Aflopea9 @FernandoMacielF @misscaviar without identity, he has identity, is a coup in favor of pec55 but for others."
"RT @joaquimdantasdf: The latest  Diário Joaquim Dantas ! https://t.co/bgsICR1tJM Thanks to @emiaguiar @lcmoura @89nuncamais #tech #pec55","RT @joaquimdantasdf: The latest Diary Joaquim Dantas! Https://t.co/bgsICR1tJM Thanks to @emiaguiar @lcmoura @ 89nuncamais #tech # pec55"
"Auditoria-Fiscal do Trabalho se manifesta contrária à PEC55 do Governo Temer-PSDB https://t.co/NRO5AI3ljg","Audit-Fiscal of the Labor expresses itself against the PEC55 of the Government Temer-PSDB https://t.co/NRO5AI3ljg"
"Dos 12 deputados da Paraíba, 11 votaram a favor da pec 241 nos dois turnos da câmara, só escapou o ex padre. #PEC55 #paraíba","Of the 12 deputies from Paraíba, 11 voted in favor of pec 241 in the two chamber shifts, only escaped the ex-priest. # PEC55 # paraiba"
"E a discussão,da #PEC55 #pec241 não para!A UFPB não vai deixar passar! #ocupaUFPB https://t.co/1JYKX8eZhr","And the discussion, from # PEC55 # pec241 does not stop! The UFPB will not let pass! #ocupaUFPB https://t.co/1JYKX8eZhr"
"RT @MarivoneProf: PIG:Partido da Imprensa Golpista lança seu candidato a presidência!
Juizeco Sérgio MORO e vice qualquer merda da PF de Cu…","RT @MarivoneProf: PIG: Golpista Press Party Launches Its Presidential Candidate!  Juizeco Sérgio MORO and vice any shit from PF de Cu ..."
"RT @SenadoFederal: A #PEC55 do Teto dos Gastos passa por segunda sessão de discussão. Faltam 3 antes da primeira votação https://t.co/LgISZ…","RT @SenadoFederal: The # PEC55 of the Ceiling of Expenses goes through the second discussion session. There are 3 left before the first vote https://t.co/LgISZ..."
"RT @SenadoFederal: O que o Senado fez esta semana? Início do exame da #PEC55 e revisão de \\supersalários\\"" são destaques  https://t.co/P3f5e…""","RT @SenadoFederal: What did the Senate do this week? Beginning of exam # PEC55 and revision of \\ supersalarios \\ ""are highlights https://t.co/P3f5e..."""
"@danilo_sanchesse se fosse assim com os que não estam sendo presos tb, a PEC55 ia ser ao contrário","@danilo_sanchesse if it were so with those who are not being arrested tb, the PEC55 was going to be the other way around"
"Diario Dilma - by Angela Daily já saiu! https://t.co/AHQia0aDIE Graças a @govpt @portalbrasil #pec55","Daily Dilma - by Angela Daily already left! Https://t.co/AHQia0aDIE Thanks to @govpt @portalbrasil # pec55"
"#PEC55 Você sabia? Líder @andremourapsc_ deixa claro a importância da proposta para o avanço do País. https://t.co/2bklkZsxBr","# PEC55 Did you know? Leader @andremourapsc_ makes clear the importance of the proposal for the advancement of the Country. Https://t.co/2bklkZsxBr"
"@woodstock_59 Gente,descobriram: Ele veio do futuro. É o resultado da Reforma do Ensino e PEC55. Vai dar essa merda aí!","@ Woodstock_59 Folks, they discovered: It came from the future. It is the result of the Education Reform and PEC55. You're going to give me that shit!"
"The latest The Lauro Mesquita Daily! https://t.co/g7ehff9d25 Thanks to @AndrFernandesDu #pec55 #méxico","The latest The Daily Mosque Lauro! Https://t.co/g7ehff9d25 Thanks to @AndrFernandesDu # pec55 # mexico"
"The latest Diário Super Textos! https://t.co/G0FAo3TNTp Thanks to @abletras #cartacapital #pec55","The latest Super Texts Diary! Https://t.co/G0FAo3TNTp Thanks to @abletras #cartacapital # pec55"
"#PEC55 (#PEC241) #golpe https://t.co/2JUVEF4zox","# PEC55 (# PEC241) #golpe https://t.co/2JUVEF4zox"
"Auditoria-Fiscal do Trabalho se manifesta contrária à PEC55 do Governo Temer-PSDB https://t.co/En8qWBZHMU https://t.co/egHzp5yphy","Audit-Fiscal of the Work demonstrates contrary to the PEC55 of the Government Temer-PSDB https://t.co/En8qWBZHMU https://t.co/egHzp5yphy"
"RT @ptbrasiI: Para o secretário-geral da CUT quem representa a classe trabalhadora não pode se omitir da luta conta a #PEC55. https://t.co/…","RT @ptbrasiI: For the secretary general of the CUT who represents the working class can not be omitted from the fight account # PEC55. Https://t.co/..."
"RT @Edevaldo34: Essa #PEC241 na Câmara, que será  a #PEC55 no senado, você é:","RT @ Edevaldo34: This # PEC241 in the Chamber, which will be the # PEC55 in the Senate, you are:"
"RT @RogerioCorreia_: Ação da #PM em manifestação de estudantes e #ocupações contra a #PECdaMorte #PEC55 é questionada na #ALMG
Ao vivo: htt…","RT @RogerioCorreia_: Action of #PM in demonstration of students and # occupations against #PECdaMorte # PEC55 is questioned in #ALMG  Live: htt ..."
"RT @ufmgeducativa: \\Quem foi às ruas bater panela assiste hoje omisso a todas as iniciativas que afetarão sua vida”: https://t.co/LrF6IKoTQ…""","RT @ufmgeducativa: \\ Who went to the streets hitting panela today ignores all the initiatives that will affect his life "": https://t.co/LrF6IKoTQ..."""
"O atual ministro da educação cancelou 2 entrevistas na Tv p/ debater sobre a Pec55 e a reforma do ensino médio. Covardes ñ gostam do diálogo","The current minister of education canceled two interviews on TV to discuss Pec55 and the reform of high school. Cowards do not like dialogue"
"PEC55 —  https://t.co/2WHhyI7BnG","PEC55 - https://t.co/2WHhyI7BnG"
"O \\jovem\\"" invasor de faculdade quis debater PEC 241 (agora PEC55) com o Ministro da Educação... Apanhou bonito...... https://t.co/lnVsUMtKwE""","The young college invader wanted to discuss PEC 241 (now PEC55) with the Minister of Education ... It caught handsome ...... https://t.co/lnVsUMtKwE """
"O Brasil ta uma merda ai eles querem dar descarga com essa PEC55, quer congelar os investimentos da saúde e educação por 20 anos, um ABSURDO","Brazil sucks like that they want to give discharge with this PEC55, wants to freeze investments of health and education for 20 years, an ABSURD"
"Retweeted Rogério Correia PT (@RogerioCorreia_):

#PEC55 #PECdaMorte #ForaTemer

#NÃO ao grave e penoso... https://t.co/l7KwbqfZiq","Retweeted Rogério Correia PT (@RogerioCorreia_):    # PEC55 #PECdaMorte #ForaTemer    # NOT to severe and painful ... https://t.co/l7KwbqfZiq"
"#PEC55 #PECdaMorte #ForaTemer

#NÃO ao grave e penoso #retrocesso em programas sociais e ao corte de direitos!… https://t.co/li5sEDzdq2","# PEC55 #PECdaMorte #ForaTemer    # NOT to the serious and painful #retrocesso in social programs and the cutting of rights! ... https://t.co/li5sEDzdq2"
"The latest  Diário Joaquim Dantas ! https://t.co/bgsICR1tJM Thanks to @emiaguiar @lcmoura @89nuncamais #tech #pec55","The latest Diary Joaquim Dantas! Https://t.co/bgsICR1tJM Thanks to @emiaguiar @lcmoura @ 89nuncamais #tech # pec55"
"Estamos acompanhando a tramitação da #PEC55 (antiga #PEC241) na Câmara dos deputados e agora no Senado. A... https://t.co/hw6c0Ctbm2","We are following the procedure of # PEC55 (former # PEC241) in the House of Representatives and now in the Senate. A ... https://t.co/hw6c0Ctbm2"
"Estamos acompanhando a tramitação da #PEC55 (antiga #PEC241) na Câmara dos deputados e agora no Senado. A... https://t.co/WzyWwuykBC","We are following the procedure of # PEC55 (former # PEC241) in the House of Representatives and now in the Senate. A ... https://t.co/WzyWwuykBC"
"Pedro Tierra: A emergência do Estado Policial e a catástrofe anunciada https://t.co/drStIFmle1  #Golpe do judiciário. #PEC55 #OcupaTudo","Pedro Tierra: The Emergence of the Police State and the catastrophe announced https://t.co/drStIFmle1 #Golpe of the judiciary. # PEC55 #Everything"
"The latest  Diário Paulo Inoue ! https://t.co/FKHhn9jhaG Thanks to @borgesspfc @nandozamba @flaviopradojpgz #pec55 #spfc","The latest Diary Paulo Inoue! Https://t.co/FKHhn9jhaG Thanks to @borgesspfc @nandozamba @flaviopradojpgz # pec55 #spfc"
"#portoalegre2016 @latindadd #PEC55 https://t.co/QsOurFwBn4","# Portoalegre2016 @latindadd # PEC55 https://t.co/QsOurFwBn4"
"Não deixe este vídeo morrer 

\\certeza na frente e a história na mão\\"".","Do not let this video die    \\ sure in the front and the story in the hand \\ ""."
"#PEC241 #PEC55 #PecDoFimDoMundo ","# PEC241 # PEC55 #PecDoFimDoMundo"
"  https://t.co/6wSEMeUFFG""",""
"greve de fome contra a pec55 e pelo futuro da nação","Hunger strike against pec55 and the future of the nation"
"Para o secretário-geral da CUT quem representa a classe trabalhadora não pode se omitir da luta conta a #PEC55. https://t.co/KDArmKIg9N","For the secretary general of the CUT who represents the working class can not be omitted from the fight account to # PEC55. Https://t.co/KDArmKIg9N"
"Para o secretário-geral da CUT quem representa a classe trabalhadora não pode se omitir da luta conta a #PEC55. https://t.co/TzxKRqCREQ","For the secretary general of the CUT who represents the working class can not be omitted from the fight account to # PEC55. Https://t.co/TzxKRqCREQ"
"PEC55 —  https://t.co/FIuhxp1m5N","PEC55 - https://t.co/FIuhxp1m5N"
"Alguns dos alunos que protestam contra a  #PEC241 e #PEC55 são os mesmos que ficam jogando truco durante a aula.","Some of the students who protest against # PEC241 and # PEC55 are the same ones who are playing tricks during class."
"Tema Pec55","Topic Pec55"
"@arakenaraujo @Reguffe  Desde o descobrimento quem sempre pagou foi o trabalhador, tem os outros 80 senadores para vetar a pec55.","@arakenaraujo @Reguffe Since the discovery who always paid was the worker, has the other 80 senators to veto the pec55."
"Se aproximando do nível de endividamento de países como Grécia, Portugal e Espanha. 
 #PEC55
Por @AndreMourapsc_ https://t.co/RLVSJHsweU","Approaching the level of indebtedness of countries like Greece, Portugal and Spain.   # PEC55  By @AndreMourapsc_ https://t.co/RLVSJHsweU"
"RT @SabrinaMN: Amanhã no #OcupaUfpa tem a roda de conversa \\Amazônia quilombola e os efeitos da PEC55 às comunidades tradicionais\\"" c a prof…""","RT @SabrinaMN: Tomorrow in #OcupaUfpa has the talk wheel \\ Amazonia quilombola and the effects of PEC55 to the traditional communities \\ ""c a prof ..."""
"Amanhã no #OcupaUfpa tem a roda de conversa \\Amazônia quilombola e os efeitos da PEC55 às comunidades tradicionais\\""… https://t.co/GAgApvBf6t""","Tomorrow in #OcupaUfpa has the talk wheel \\ Amazon quilombola and the effects of PEC55 to the traditional communities \\ ""... https://t.co/GAgApvBf6t"""
"@adailto_luiz @Reguffe Ainda deve votar pró PEC55, é um enganador, vai cortar no lombo do trabalhador","@adailto_luiz @Reguffe Should still vote for PEC55, is a misleader, will cut into the back of the worker"
