id	name	cover	type	description	start_time	attending_count	declined_count	interested_count	noreply_count	maybe_count	place	country	city	lat	lng
286362571761029	2ª Roda de Conversa: PEC 55	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15111120_1029189647191478_2556572956464417850_o.jpg" width="120" />	public	Depois do sucesso de nossa primeira roda de conversa, estamos aqui convidando você para uma nova rodada! Começamos na Física, expandimos para a Matemática, agora é trazer toda a UnB para conversar com seriedade sobre a PEC 55!  Sintam-se todos convidados!!!  Quando? Quinta-feira (24/11), 18h Onde? CAFIS Convidada da semana: Marcela Araújo Silva, conselheira do CORECON-DF (Conselho Regional de Economia do DF) e economista no Ministério do Trabalho.	2016-11-24T18:00:00-0200	7	0	14	77	14					
1604862263148254	Estudantes contra a PEC55 e MP746	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15039586_1138116589599757_3480131580167887296_o.jpg" width="120" />	public	Ato contra a PEC55 e MP746! Nesse momento de ocupações estudantis por todo país, a Associação Metropolitana dos Estudantes Secundaristas da Grande BH (Ames – BH), Junto com vários Grêmios Estudantis e Ocupações, convocam um ato de rua para lutar pela educação, no dia 24 (quinta-feira), às 8h na Praça Sete.  Vamos pautar nosso direito de estudar e ocupar NOSSAS escolas! NÃO aceitamos Mendonça Filho no Ministério da Educação, porque ele, além de convidar estuprador pra debater educação, faz projeto de privatização das escolas e, além de tudo, junto com o GOLPISTA Michel Temer, propõe um desmonte da educação pública através da MP 746.  Vale lembrar também da PEC 55 (ex PEC 241) que, segundo eles, é uma medida para cortar gastos primários (nos quais entram saúde e educação) por VINTE ANOS - até 2037 - mas, para nós, isso NÃO É GASTO, É INVESTIMENTO!   FORA TEMER! FORA MENDONÇA! NÃO A MP746 e PEC55!	2016-11-24T08:00:00-0200	949	6	2754	2801	2754	Praça 7 de Setembro	Brazil	Belo Horizonte	-19.914390833333	-43.940265833333
216140205475338	UNB CONTRA A PEC 55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14962776_1164814686940906_4117185084541211820_n.jpg?oh=3608a1d1c4702da97a87c6ceec08b564&oe=58D52E76" width="120" />	public	Como foi deliberado em assembleia no dia 03/10 na unb-FCE, os estudantes decidiram que em lugar da ocupação do espaço público do campus Ceilândia, o senado seria ocupado. Aguardamos todos vocês!    EDIT: lembrando que é uma organização estudantil, então data, hora pode ser discutido e deliberado. Abrasus	2016-11-28T08:00:00-0200	758	2	1888	3759	1888	Senado Federal	Brazil	Brasília	-15.799769211174	-47.864212989807
147526982388067	Manisfestação contra pec 241/55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/15032069_550844558446264_2291251331689206191_n.jpg?oh=45b2cee68c3ded4df4023bac4e5e07e4&oe=58C08BC7" width="120" />	public	Comunicado No dia 16/11/2016 (quarta-feira) sera realizada uma manifestação contra a PEC 241/55 para que possamos lutar sobre nossos direitos a partir das 09:00 da manha na Praça Dr. Adélson Isaac de Miranda (Praça da Bandeira).	2016-11-16T09:00:00-0300	8	0	2	27	2	Praça Dr. Adelson Isaac De Miranda	Brazil	Santana do Ipanema	-9.3719476931378	-37.242244456043
332971753748006	Roda de Conversa Pec 241/55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/15027706_1234995859873024_2076885459675292815_n.jpg?oh=76c298fe54365a626cd5be374c3f2aab&oe=58CFEC5F" width="120" />	public	Galera, começamos semana passada com nossas rodas de conversa, e essa semana teremos como convidada a professora doutora Catarina de Azeredo, que nos falará em detalhes sobre as consequencias da PEC do fim do mundo à saúde pública e também em como afetará o nosso curso em particular. É importante a presença de todos! Vamos enriquecer o debate participando, aprender nunca é demais.   Provavelmente o evento acontecerá em alguma das salas do 3° andar do 5O.  GREVE NÃO É SINÔNIMO DE FÉRIAS! Bjocas!	2016-11-17T14:00:00-0200	35	0	37	368	37	Federal University of Uberlândia	Brazil	Uberlândia	-18.91861111	-48.25777778
1324267104251548	Movimento Contra à PEC 55 e a Medida Provisória 746	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/14939453_584268748451015_1621681735103931464_o.jpg" width="120" />	public		2016-11-21T19:00:00-0200	22	0	11	173	11	Unec Caratinga	Brazil	Caratinga	-19.7909537	-42.138815
775042995986446	Semana PUC contra a PEC 55	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/14991078_1428178127209931_8039710098152864211_o.jpg" width="120" />	public	Nós do Conselho dos Centros Acadêmicos da PUC-SP convocamos a Semana de mobilização da PUC contra PEC 55.  Entendemos a PEC 55 (antes 241) como algo que fere a Constituição de 88 e os direitos dos estudantes, trabalhadores e direitos sociais. Convocamos então esta semana para debater como a PEC nos afeta em todos os seus âmbitos.   16/11 QUARTA:  ∙ Mesa 1 -  das 19:00 as 21:00 "Como a PEC afeta a educação nos setores público e privado"  Local: Pátio da Cruz   17/11 QUINTA:  ∙ Mesa 2 - das 10:00 as 12:00 "A PEC 55 e a saúde" Local: Sala 102A  ∙ Mesa 3 - das 19:00 as 21:00 "O impacto da PEC na vida do povo negro" Local: Pátio da Cruz   18/11 SEXTA:  ∙ Mesa 4 -  das 19:00 as 21:00 "A crise econômica e a PEC - Quem vai pagar o PAcTO?" Local: Sala 102A    21/11 SEGUNDA:  ∙ Atividade do Movimento Estudantil - das 18:00 as 21:00  Assembléia "PUC contra a PEC 241"  https://www.facebook.com/events/684401298389553/ Local: Pátio da Cruz   NOMES QUE VIRÃO A COMPOR AS MESAS SERÃO CONFIRMADOS EM BREVE.    CACL CACS CAPsico CA Leão XIII CA 22 de Agosto CA Benevides Paixão RUA - Juventude Anticapitalista Fórum de Formação em Saúde da PUC-SP	2016-11-16T10:00:00-0200	319	2	816	1057	816	PUC - SP	Brazil	São Paulo	-23.538110106431	-46.67141475271
1793266014276960	Discussão: Efeitos da PEC55 (PEC 241) na Saúde	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14925258_1266526150065090_8794862561954809023_n.jpg?oh=bb254f24b053bed60c4fa89a757911d2&oe=58897524" width="120" />	public	Sabe o que é a PEC 55? Sabe o que é a PEC 241? Não sabe nada disso, mas quer aprender? Sabe e quer debater um pouco mais? Vamos conversar sobre todas as dúvidas, com a presença da Professora de Filosofia, do EED/CED/UFSC, Carolina Puerto e a Assistente Social do Instituto de Cardiologia de Santa Catarina junto ao Hospital Regional, integrante do SindSaúde, Vivian Haviaras.  Para quem quiser ler antes, segue uma lista de materiais disponíveis:  http://marxismo21.org/a-pec-241-e-o-desmonte-do-brasil/	2016-11-25T01:30:00-0200	63	0	63	1718	63	UFSC - CCS, sala 911				
229659844132102	Ato contra a PEC 241 (55)	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15003364_381295355543025_3189913904249071772_o.jpg" width="120" />	public	[ EVENTO CANCELADO ]   Pedimos desculpas pelo cancelamento do Ato Contra a PEC 241. O CAAJA, para evitar fragmentações entre as mobilizações que vem ocorrendo, decidiu apoiar o evento sobre tal assunto promovido por alunos de diversos cursos. Assim, buscamos que campus da USP Ribeirão, como um todo, integre-se cada vez mais. Portanto, convidamos a todas e a todos para que compareçam ao debate  que será realizado  na quinta-feira às 12:00 no vão do bandeijão.	2016-11-17T12:00:00-0200	50	0	62	293	62	USP Ribeirão Preto	Brazil	Ribeirão Prêto	-21.164658965425	-47.846133995055
216748788747393	Roda de Conversa: PEC 241/55, MP 746, PL 193	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14956480_1564270936922348_2624541880574609594_n.jpg?oh=f065da5823ceb54040b623f2619541e8&oe=58C58789" width="120" />	public	A Proposta de Emenda à Constituição 241/55, a Medida Provisória 746 e o Projeto de Lei 193 abordam uma temática essencial nas nossas vidas: a educação. Se forem aprovadas, infinitos serão os paradoxos e desafios, sem mencionar o retrocesso advindos pelas mesmas.  Pensando nisso, a organização do Simpósio Regional de Geografia e Interdisciplinaridade Escolar convida tod@s para uma conversa a respeito das novas medidas que vem surgindo com o discurso de "solução" para a educação brasileira.  Como progredir no desenvolvimento educacional, se formos paralisados? Como ensinar/educar diante dessa realidade? Será que é possível um ensino sem liberdade de expressão?  Será que voltaremos a ser censurados, programados, feitos massa de manobra do Estado?  Não perca a chance de discutir o tema conosco!  Mediadores:  - Marcos Soares (Direito/UFU); - a confirmar.	2016-11-19T14:00:00-0200	26	0	17	317	17	Anfiteatro CD do Bloco 5R - UFU Campus Santa Mônica				
111472986002107	Levante dos Estudantes Contra a MP 746 e PEC 55 (241)	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14925558_1246990102041697_9110455891581826059_n.jpg?oh=18abb87da5f0d87e0ca6f7c32e3db026&oe=58CA4B44" width="120" />	public	Nós do movimento estudantil convocamos todos os estudantes, professores e pais para lutar contra esses grandes retrocessos que estão por vim, no dia 17/11 (Quinta feira) às 13:00h vamos estar se concentrando na praça principal de Itaquaquecetuba, para dizer que somos contra a reforma do ensino médio (MP 746) e a PEC 55 (antiga 241).   PEC 55/2016 O projeto pretende congelar pelos próximos 20 anos, o valor destinado às áreas sociais -saúde e educação devem ser as mais afetadas. O valor utilizado para a manutenção dos serviços públicos brasileiros permanecerá o mesmo, sendo corrigido apenas de acordo com a inflação do ano anterior.  MP 746 A Medida Provisória anunciada no mês de setembro que vai reformar o Ensino Médio, uma medida autoritária e tomada sem nenhum diálogo com professores e estudantes, quer tornar optativas disciplinas cruciais para a formação do pensamento crítico, como sociologia, filosofia, artes e educação física, isso quer dizer deixar de ser obrigatório, e mais. vai ampliar a carga horária de 800 horas para 1400, tirando matérias e transformando a escola em tempo integral.   Você está convidado, organize seu grêmio e os estudantes da sua escola e vem participar do Levante dos estudandes, NÃO TEM ARREGO!!!	2016-11-17T13:00:00-0200	82	3	87	3546	87	Praça padre joão Álvares	Brazil	Itaquaquecetuba	-23.47537	-46.351388
236721703412818	Palestra e Debate Sobre a Pec 55	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15039519_340719249624187_2289055960016632211_o.jpg" width="120" />	public	PALESTRA E DEBATE SOBRE A PEC 55: a proposta de Emenda Constitucional do Novo Ajuste Fiscal.   Venha conhecer e debater  a proposta de Emenda Constitucional que pode afetar significativamente as políticas públicas pelos próximos 20 anos.  Local: IFMG - Campus Ouro Branco Endereço: Rua Afonso Sardinha, n. 90. Bairro Pioneiros.	2016-11-16T19:00:00-0200	24	0	18	312	18	IFMG Campus Ouro Branco	Brazil	Ouro Branco	-20.5136913	-43.7128144
339373216436666	Bate-papo | A inserção dos negros na universidade e a PEC 241/55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15107466_1789601487989324_1864983566702093612_n.jpg?oh=f3cd5e5ab17294acd492c7ee2a7a3b61&oe=58C5E2CB" width="120" />	public	A Ocupa PUCRS promove um bate-papo com Winnie Bueno, mulher negra e formada em Direito pela UFPel e Denise Santos, graduanda em serviço social na UFRGS, militante negra e mãe, sobre a inserção dos negros na universidade e as implicações com a PEC 241/55. Venha participar e somar nesse diálogo.	2016-11-21T19:30:00-0200	26	0	22	276	22	Prédio 5 PUCRS	Brazil	Porto Alegre	-30.057829	-51.1730393
330456447325683	Aula Pública Sobre a PEC 241/55 e a MP 746	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/15036554_1110776282353608_4722592740373889777_n.png?oh=41262772de869e9bc3611fb19dd29c66&oe=588A1338" width="120" />	public	Aula aberta sobre a PEC 241/55 e a MP 746. Congelar investimentos públicos por 20 anos? Modificar o currículo escolar sem consultar educadores e estudantes? NÃO!  Se o governo golpista não está para brincadeiras em nos tirar direitos, vamos mostrar que estamos mobilizados para defende-los!   CHEGA JUNTO!	2016-11-16T12:20:00-0200	110	2	229	976	229	Prédio 12 - Faculdade de Biociências da PUCRS	Brazil	Porto Alegre	-30.060351747447	-51.175573477682
213051662472922	Unifal ocupando Brasília | 29/11 #contraPEC55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15178249_648929908645419_5061622810282918361_n.jpg?oh=968ba65800099ffb1f6163ba3a52cb76&oe=58BF92EC" width="120" />	public	VAMOS OCUPAR BRASÍLIA DIA 29/11!!!  No dia 29/11 acontecerá a votação da PEC 55 em primeiro turno no Senado, em Brasília. Estudantes universitários, secundaristas, professores, técnicos-administrativos, movimentos sociais e sindicatos de todo o Brasil vão se encontrar nesse dia, em Brasília, para barrar esse projeto que pretende congelar o nosso futuro.  Estamos organizando com sindicatos e entidades estudantis uma caravana com ônibus saindo da UNIFAL Alfenas para que os estudantes em luta da nossa cidade possam participar dessa mobilização histórica em Brasília.  ***ATENÇÃO***  Precisamos apresentar ATÉ AMANHÃ ÀS 9H uma lista de nomes dos interessados (apenas quem REALMENTE poderá ir) para que o sindicato possa fazer orçamentos do transporte. Algumas e alguns já passaram seus respectivos nomes e números de documentos. Aquelas e aqueles que ainda não deram os nomes, comentem no post fixado abaixo seu NOME e número de CPF, até amanhã às 9h. Depois disso, vamos montar uma nova lista de espera.   ***Apenas dê seu nome se você tiver certeza de que realmente poderá ir***  ***A ideia é sair no dia 28 e provavelmente voltar dia 30. A data de retorno pode ser alterada de acordo com os acontecimentos no dia do ato em Brasília, sujeito assim a passarmos mais dias foras do que o previsto***  OCUPA TUDO CONTRA A PEC DO FIM DO MUNDO! #ForaTemer	2016-11-28T07:00:00-0200	25	0	34	216	34	Brasília, DF	Brazil	Brasília	-15.8	-47.9
1837373759807773	Pesqueira contra a PEC 241-55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14915187_1426883073993290_2860971328108513002_n.jpg?oh=289643b5357c0d37f56cf90b2345d548&oe=58C0C68D" width="120" />	public		2016-11-29T10:00:00-0300	31	0	17	239	17	Praca Dom Jose Lopes	Brazil	Pesqueira	-8.3572813011533	-36.696546077728
206740953103054	Aula Pública: PEC 55 e as ameaças à Educação e Saúde Públicas.	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15078947_1270503279636546_5761544208618893435_n.jpg?oh=1258cee178b20e5fb2b9699595289ef7&oe=58B32ACC" width="120" />	public	Ainda em tempos difíceis, mas não desistindo da luta, convidamos todos para mais uma aula pública da Engenharia de Alimentos.  Local: Auditório do ICTA/UFRGS Data: 17/11/16 - 12:30  Palestrante: MATHIAS SEIBEL LUCE - Professor Adjunto do IFCH - UFRGS / Presidente do Andes-UFRGS	2016-11-17T12:30:00-0200	12	0	13	211	13	ICTA UFRGS	Brazil	Porto Alegre	-30.07181423	-51.11861979
344285385933738	Painel: O que está em jogo com a Pec 55?	<img src="https://scontent.xx.fbcdn.net/t31.0-8/s720x720/15003279_1249162365157701_5614261505529406268_o.jpg" width="120" />	public	Frente à atual conjuntura de instabilidade dos direitos sociais conquistados, a Associação de Pós-Graduandos da UFSM promove o Painel para discutir o que está em jogo com a PEC 55.  Convidados e convidada:  Marcos Botton Piccin - Professor do PPGExR da UFSM Gabriel Vaccari - Professor de Filosofia e ex-membro da APG Técnica-Administrativa Loiva Chansis - membro da ASSUFSM DCE/UFSM - a confirmar  Participem desse evento que é de interesse de toda a comunidade, especialmente nós pós-graduandos em formação!	2016-11-16T19:00:00-0200	111	0	96	1256	96	Auditório do Prédio 18				
152684091872125	Por que ser a favor da PEC 55?	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15073406_133134410497501_3962968753635546219_n.jpg?oh=207d802edaf19433c6fc1416385cab2e&oe=58C48339" width="120" />	public	A PEC 55 (241) está prestes a ser votada no Senado e a população está se manifestando no Brasil inteiro. Na UFSM já temos vários prédios com suas atividades paralisadas em protesto a essa PEC. Antes de tomar uma posição frente às manifestações é necessário compreender exatamente o que significa a PEC 55, porque está tendo tanta polêmica e porque formas tão extremas de manifestações.  A intenção é ser um debate aberto com discussão de ideias diferentes, venha, traga sua opinião, vamos aprender um pouco mais!  QUINTA-FEIRA, 17:00 Hall do CT	2016-11-17T17:00:00-0200	44	0	28	644	28	Hall do CT - UFSM				
309273112787268	Ato contra a PEC 241 - PEC 55	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14572275_1221777144549535_1446973119335184646_n.jpg?oh=2dbde6643ddf22e1f0f3f28a97fad108&oe=5888EAB3" width="120" />	public	“Um golpe contra os pobres”    O que presenciamos em 2016 foi um atentado contra a democracia, um golpe que se desdobra em outras formas de opressão contra a classe trabalhadora. A PEC 241 - que agora tramita no Senado como PEC 55 - é uma medida que pretende congelar os gastos da saúde e da educação durante 20 anos, precarizando ainda mais a situação da população pobre e periférica, reduzindo investimentos com gastos públicos que já não possuem verba o suficiente. Por outro lado, a medida beneficia empresários, banqueiros e donos de terra, que já possuem a maior parte da riqueza do país. Mais uma vez, o que o governo propõe é que quem menos tem, mais pague, impondo medidas de austeridade, que não só negligenciam vidas que estão à margem da sociedade como também como são capazes de agravar a pauperização do nosso povo, para arcar com dívidas do governo.     O desgoverno golpista de Michel Temer não possui mulheres nos cargos mais altos como Ministros e passa a imagem de que o papel que a mulher ocupa na sociedade é de companheira do homem como a Marcela, primeira-dama que é atribuída a função de cuidar do programa Criança Feliz com um caráter assistencialista retirando da população mais vulnerável os seus direitos assegurados por políticas públicas.      Mais algumas razões para você compor o ato contra o governo golpista e suas medidas de austeridade:   -Temer quer privatizar o maior manancial de água doce subterrânea do planeta, o Aquífero Guarani; -Bolsas de Estudo CNPq devem ser reduzidas de 20% a 30% em 2017 -Estudantes de EJA (Educação de Jovens e Adultos) de todo o Brasil devem começar 2017 sem livros didáticos. Isso porque o governo ilegítimo de Michel Temer ainda não realizou a compra anual de reposição e aquisição de novos livros, que deveria ter ocorrido até o início deste mês.   Leia a proposta:  https://goo.gl/I1NUag   Link para assinar a petição contra a PEC 241/PEC55:  https://goo.gl/I8s5Wu   Aprovada na Câmara, PEC 241 passa a tramitar no Senado como PEC 55:  https://goo.gl/0XtuuZ   Mantenha-se diariamente informado sobre as perdas dos seus direitos, adicionando na sua agenda de contatos o número do Alerta Social: (61)998033811 e enviando para o contato seu nome, cidade e estado.	2016-11-26T10:00:00-0200	273	2	382	1670	382	Praça Nossa Senhora da Conceição	Brazil	Franca	-20.538697894958	-47.401080781109
130794147399232	[ADIADO!] Roda De Conversa - PEC 55 e a Saúde - O Que Tem A Ver?	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/15135866_10202746809586871_6613686526887496532_n.jpg?oh=e67b98be87241744910a4af54cc7e8e3&oe=58BF462B" width="120" />	public	Você já se perguntou o que a PEC 55 tem a ver com a Saúde no contexto nacional?   O Projeto de Emenda Constitucional 55 (antigo 241) prevê congelamento de gastos em áreas de investimento Estatal. A saúde, ramo no qual nós pretendemos ingressar em breve, é um dos alvos deste congelamento.   A roda de conversa "PEC 55 e Saúde - O Que Tem a Ver?" visa confrontar e empoderar seus participantes para que participem conscientes da Assembleia Geral do CCS, que ocorrerá no dia 21/11. O Coletivo Humaniza, organizador desse espaço, convida você para integrar essa roda com os seus conhecimentos, vivências, opiniões e curiosidades, a fim de construirmos um espaço plural de debate e desconstrução.  Convide seus amigos, compartilhe o evento e vamos, juntos, aprender mais para qualificar o acesso à saúde no nosso país!	2016-11-18T18:00:00-0200	39	0	30	441	30	Salas Das 5a E 6a Fases - 3o Andar Do Bloco Didático Do Hu				
1842848462599810	Senador(a), vote não à PEC 55	<img src="https://scontent.xx.fbcdn.net/t31.0-8/q84/s720x720/14940181_1259777747376529_8551843627434808854_o.jpg" width="120" />	public	No dia 13 de dezembro de 2016 será votado no plenário do senado federal o Projeto de Emenda Constitucional/PEC número 55 que visa estabelecer um teto nos investimentos em saúde, educação e assistência social pelos próximos 20 anos. Frente ao gravíssimo cenário econômico e social que se projeta com a aprovação da PEC 55 (antiga 241), faz-se necessário a mobilização de todos(as) os(as) brasileiros(as) no sentido de tornar explícito aos senadores que nós não compactuamos com tal medida, sobretudo pelo impacto negativo que ela trará àqueles que dependem exclusivamente dos serviços oferecidos gratuitamente pela União nas áreas citadas anteriormente. Dedique um pouco do seu tempo e envie sua mensagem diretamente a todos(as) os(as) senadores(as), utilizando o texto-padrão preparado especificamente para a finalidade: confira:  ************************************************************************ Aos Excelentíssimos Srs. e Sras. Senadores e Senadoras,  Vimos por meio deste documento, solicitar a Vossa Excelência o seu voto contra a PEC 55 (antiga 241). A PEC 55 não resolverá os problemas financeiros principais do país, prejudicará setores estratégicos do desenvolvimento nacional e ainda afetará os segmentos populacionais economicamente menos favorecidos. Ao atrelar, ao longo de vinte anos, o ajuste dos investimentos de saúde e educação apenas à inflação e não às taxas de crescimento anual da economia brasileira (PIB), a PEC 55 restringirá o investimento estatal nestas duas áreas. A referida proposta impedirá a ampliação da oferta de serviços, bem como a melhoria de sua qualidade, atingindo principalmente os cidadãos que mais dependem da oferta de serviços públicos como escolas e hospitais. Ao invés da PEC 55, o Governo Federal deveria empreender medidas capazes de debelar a grave crise econômica que o país atravessa, tais como: a)  fazer auditoria da dívida pública para conhecermos seu real tamanho; b) taxar progressivamente as grandes fortunas e heranças; c) suspender isenções fiscais de grandes empresas; d) cobrar as dívidas de contribuição previdenciária das multinacionais; e) abaixar as taxas de juros bancários, entre as mais altas do mundo.  Fundamentando os argumentos acima apresentados, disponibilizamos, a seguir, quatro artigos e relatórios técnicos produzidos por instituições e pesquisadores de renome no país:  1) “Você está sendo roubado pela PEC 241” (por Maria Lucia Fattorelli): http://portal.andes.org.br/imprensa/noticias/imp-ult-78710891.pdf 2) “PEC do teto dos gastos públicos e os riscos para a Educação” (relatório produzido pelo portal “Todos pela educação”): http://www.todospelaeducacao.org.br/reportagens-tpe/39980/pec-do-teto-dos-gastos-publicos-e-os-riscos-para-a-educacao/  3)”Os impactos do novo regime fiscal para o financiamento do sistema único de saúde e para a efetivação do direito à saúde no Brasil” (nota técnica do IPEA): http://www.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/160920_nt_28_disoc.pdf 4) “Nota técnica PGR/SRI no. 82/2016” (PEC 241) (relatório técnico produzido pela Procuradoria Geral da República/Ministério Público Federal): http://www.mpf.mp.br/pgr/documentos/nota-tecnica-pgr-sri-no-082-2016-pgr-00290609-2016.pdf   Certos da sua compreensão, solicitamos a Vossa Excelência que vote contra a PEC 55 e a favor do Brasil e de todos os brasileiros. ************************************************************************  Cole o texto acima no corpo da mensagem a ser enviada do seu e-mail pessoal. Faça o mesmo colando a lista do e-mail de todos os senadores no destinatário da sua mensagem. Como sugestão de assunto, coloque "Vote não a PEC 55". Segue a lista de e-mails dos senadores:  ************************************     acir@senador.gov.br  aecio.neves@senador.gov.br  alfredo.nascimento@senador.gov.br  aloysionunes.ferreira@senador.gov.br  alvarodias@senador.gov.br  ana.amelia@senadora.gov.br  ana.rita@senadora.gov.br  angela.portela@senadora.gov.br  anibal.diniz@senador.gov.br  antoniocarlosvaladares@senador.gov.br  antonio.russo@senador.gov.br  armando.monteiro@senador.gov.br  benedito.lira@senador.gov.br  blairomaggi@senador.gov.br  casildomaldaner@senador.gov.br  cicero.lucena@senador.gov.br  ciro.nogueira@senador.gov.br  clesio.andrade@senador.gov.br  cristovam@senador.gov.br  cyro.miranda@senador.gov.br  delcidio.amaral@senador.gov.br  demostenes.torres@senador.gov.br  eduardo.amorim@senador.gov.br  eduardo.braga@senador.gov.br  eduardo.suplicy@senador.gov.br  ecafeteira@senador.gov.br  eunicio.oliveira@senador.gov.br  fernando.collor@senador.gov.br  flexaribeiro@senador.gov.br  francisco.dornelles@senador.gov.br  garibaldi@senador.gov.br  geovaniborges@senador.gov.br  gim.argello@senador.gov.br  humberto.costa@senador.gov.br  inacioarruda@senador.gov.br  jarbas.vasconcelos@senador.gov.br  jayme.campos@senador.gov.br  joao.alberto@senador.gov.br  joaodurval@senador.gov.br  joaoribeiro@senador.gov.br  j.v.claudino@senador.gov.br  jorgeviana.acre@senador.gov.br  jose.agripino@senador.gov.br  gab.josepimentel@senado.gov.br  sarney@senador.gov.br  katia.abreu@senadora.gov.br  lidice.mata@senadora.gov.br  lindbergh.farias@senador.gov.br  lobaofilho@senador.gov.br  lucia.vania@senadora.gov.br  luizhenrique@senador.gov.br  magnomalta@senador.gov.br  crivella@senador.gov.br  maria.carmo@senadora.gov.br  marinorbrito@senadora.gov.br  mario.couto@senador.gov.br  martasuplicy@senadora.gov.br  mozarildo@senador.gov.br  paulobauer@senador.gov.br  paulodavim@senador.gov.br  paulopaim@senador.gov.br  simon@senador.gov.br  pedrotaques@senador.gov.br  randolfe.rodrigues@senador.gov.br  reditariocassol@senador.gov.br  renan.calheiros@senador.gov.br  ricardoferraco@senador.gov.br  roberto.requiao@senador.gov.br  rollemberg@senador.gov.br  romero.juca@senador.gov.br  sergiopetecao@senador.gov.br  sergiosouza@senado.gov.br  valdir.raupp@senador.gov.br  vanessa.grazziotin@senadora.gov.br  vicentinho.alves@senador.gov.br  vital.rego@senador.gov.br  waldemir.moka@senador.gov.br  pinheiro@senador.gov.br  wellington.dias@senador.gov.br  wilson.santiago@senador.gov.br  zeze.perrella@senador.gov.br ************************************ Acreditamos que se todos nós agirmos desta maneira, atuaremos diretamente na cobrança dos nossos direitos, fazendo com que os nossos representantes no senado federal assumam um papel efetivo na interlocução dos interesses da população, algo que tornar-se-á realidade apenas quando cada um de nós agirmos coletivamente, cobrando tal representatividade num contato direto com a política e com os políticos, acompanhando e cobrando, sempre.  Se você apoia esta atitude, compartilhe esta proposta convidando mais pessoas a fazer parte de um grande coro em defesa dos direitos básicos assegurados pela constituinte de 88, mas, não deixe para depois: temos até o dia 13/12!	2016-12-13T08:00:00-0200	135	0	278	1174	278	Senado Federal	Brazil	Brasília	-15.799769211174	-47.864212989807
316580448727566	Saúde, Educação e Democracia - Reflexões Sobre A PEC 55 (241)	<img src="https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14962800_1231418590247626_6643220808175684957_n.jpg?oh=7eed4b274a60972628e6d3d8c4cf9f5a&oe=58886E0B" width="120" />	public	A ONG UAEM Brasil vem respeitosamente a cidade de Pouso Alegre promover um debate reflexivo sobre a PEC 55 (241).  Com a intenção de contribuir e fortalecer o debate social para a construção do cenário democratico brasileiro  que vem sendo aterrorizado pela intolerância governamental a cada dia que passa.  Dessa forma, esperamos toda a comunidade e os movimentos sociais  da cidade para participarem conosco! A presença de vocês é fundamental para a construção desse debate. Sejam muito bem-vindos por nós da ONG UAEM Brasil.   #Quem somos nós: A ONG UAEM Brasil ( Universidades Aliadas por Medicamentos Essenciais), é uma entidade sem fins lucrativos que atua em âmbito global com o objetivo de promover discussões e pesquisas na área da saúde, principalmente no que diz respeito a doenças negligenciadas. Dando respaldo onde falta a comunicação do Estado e  Sociedade para garantia do direito fundamental à saúde. #Saiba mais: http://uaem-br.org/   #Sobre o evento: Acontecerá no dia 19/11/2016 na Câmara Municipal de Pouso Alegre-MG (Av. São Francisco, 320 - Primavera). Das 15h30m as 18h.  #Cronograma: 15h30-  Abertura 15h30 - Palestra Palestrantes: Sara Helena Pereira -Coordenadora da ONG UAEM Brasil Walter Britto Gaspar - Coordenador de Comunicação da ONG UAEM Brasil 16:30 - Tribuna, espaço para os movimentos sociais da cidade se manifestarem sobre suas posições e exporem suas opniões para a complementação da discussão.  17h - Perguntas e Respostas 17h15- Encerramento e sorteio de brindes  17h30- Café 18h- Entrega do Local  Esperamos vocês!!!!  #LUTARÉRESISTIR #FORATEMER #UAEMBRASIL  #NÃOAPEC55 #MAKEMEDICINESFORPEOPLENOTFORPROFIT	2016-11-19T15:30:00-0200	26	0	59	413	59	Câmara Municipal de Pouso Alegre	Brazil	Pouso Alegre	-22.2234212	-45.9355408
